报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收利息(万元),57,127,134,132,--,1395,1708,1909,1791,2543,1631,1273,982,622,362,771,1082,2703,3919,3253,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,16,--,0,--,19,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,335,335,335,335,215,215,215,95,95,95,--,--,--,--,--,0,0,0,--,0,--,0,
其他应收款(万元),90282,109582,170229,160134,91090,103039,72058,92576,45448,73763,68640,72904,31885,26397,44673,48073,35453,28658,38334,56146,36,35,35,35,42,38,10,9,6750,6645,6541,6461,6890,7007,7083,7131,7267,7361,7477,7528,7578,7602,7603,7650,8940,8815,9084,9274,2809,5206,5394,12635,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
存货(万元),187340,135434,132972,102268,171964,151085,158205,188547,238837,166329,169256,191662,167962,109177,83488,114926,113807,108966,116046,132702,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,61,74,59,405,619,542,243,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
其他流动资产(万元),17354,19253,17167,23703,22942,30850,30652,30700,29591,20140,21913,23581,22849,22755,21310,24163,29438,31639,27495,28560,--,--,--,3000,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
流动资产合计(万元),620331,553805,578935,562035,668790,678262,729078,886424,897780,806871,808095,862125,768445,588318,596833,723037,552039,561844,710957,726036,5280,5300,3281,3242,3109,3125,3162,3225,9927,6970,7261,7354,7639,7347,7302,7354,7486,7460,7574,7630,7588,7613,7619,7665,11996,11871,12280,12736,8252,11124,11122,18371,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
可供出售金融资产(万元),--,--,--,6500,250,250,850,850,250,250,250,250,2808,808,250,250,39766,46983,46856,48336,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,100,100,450,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
长期股权投资(万元),--,--,--,200,200,200,200,200,600,--,--,--,--,--,1,2,2,2,2,2,1305,1305,1305,1305,1305,939,1164,1305,1114,1210,1259,1324,1137,1313,1352,1352,1252,1390,1292,1301,1133,2987,2894,2870,1018,981,1130,1130,2026,2309,2157,2121,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
投资性房地产(万元),20961,21116,20563,28149,24513,24497,24293,24791,21154,21508,21865,22145,22087,22250,21909,22027,12364,12090,14298,14463,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
固定资产原值(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,265,--,265,--,265,--,265,--,265,--,263,--,263,--,263,--,263,--,263,--,405,--,406,--,719,--,768,--,7904,--,1943,
累计折旧(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,251,--,250,--,250,--,249,--,248,--,248,--,247,--,247,--,247,--,242,--,362,--,345,--,539,--,549,--,1202,--,1171,
固定资产净值(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,15,--,16,--,16,--,17,--,15,--,16,--,16,--,16,--,21,--,42,--,62,--,180,--,220,--,6702,--,772,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
固定资产(万元),--,--,--,--,40140,42340,43727,43438,42520,42526,38088,37342,30952,30326,21216,21759,21328,21715,23375,22228,14,15,15,15,16,16,16,16,17,17,17,15,15,16,16,16,16,16,19,21,38,42,50,62,167,180,197,220,6301,6702,6697,772,
在建工程(万元),--,--,--,--,2044,1895,1437,1060,1027,249,249,244,522,423,--,--,650,104,--,51,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1000,1000,1000,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
无形资产(万元),48952,47656,44271,44460,38925,38690,39104,39794,6786,6657,6612,6307,6044,5991,5901,5598,5294,5318,6983,6999,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,7559,7559,7559,0,
开发支出(万元),6482,8118,8082,7949,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
商誉(万元),836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
长期待摊费用(万元),3149,4390,4470,5492,2566,3468,4443,3281,2905,3287,1598,3124,1064,1615,1425,1257,91,106,130,151,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,28,28,30,--,0,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
递延所得税资产(万元),32733,30225,30137,28116,30177,27714,29607,28186,27939,24133,18294,20761,21239,19080,17516,18824,17661,15606,11097,13971,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,56,
其他非流动资产(万元),4758,4757,4757,4773,119,36,6,6,17,126,9308,9302,7331,7302,16771,16771,16971,12179,12702,12173,6,6,6,6,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
非流动资产合计(万元),179124,179744,169653,174988,139769,139926,144503,142443,104034,99573,97098,100311,92882,88631,85824,87323,75197,67956,69423,70875,1326,1326,1326,1327,1321,955,1180,1321,1131,1227,1276,1339,1152,1328,1368,1368,1269,1407,1310,1322,1171,3029,2944,2932,1208,1190,1355,1380,16886,17671,17513,3399,
资产总计(万元),799456,733548,748588,737023,808559,818188,873581,1028867,1001814,906443,905193,962436,861327,676948,682658,810360,627236,629800,780380,796912,6606,6626,4607,4569,4430,4080,4342,4546,11058,8197,8538,8692,8791,8675,8671,8722,8754,8866,8884,8952,8759,10642,10563,10597,13204,13061,13635,14117,25138,28795,28635,21770,
短期借款(万元),119099,128412,114082,110153,201559,241852,251906,333436,287541,323762,277129,263583,239872,134362,144468,198981,178517,236510,320259,302713,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
交易性金融负债(万元),745,740,2716,2638,6340,8993,11938,9625,--,--,3037,9133,--,40,101,513,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,319,1749,628,236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付票据(万元),54476,54483,37217,41830,--,47634,66447,81907,65828,54142,66953,75292,39800,39844,48222,70700,51585,30155,64649,62964,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付账款(万元),148267,103505,126324,126126,--,132206,140108,185357,205824,130404,146704,186907,209014,137975,133621,185792,154284,148085,180076,214139,118,118,118,118,118,118,118,118,118,118,118,118,118,119,119,119,119,119,119,119,119,119,119,119,6,38,52,73,216,622,290,403,
预收账款(万元),21150,18189,12123,5924,9716,7775,9910,4220,22969,5535,13381,9492,12651,8482,6184,6215,9866,10487,13702,15111,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,7,0,0,0,251,659,663,455,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付职工薪酬(万元),5209,5217,5668,5989,5432,5734,6834,9691,5588,5212,4499,16385,3839,4527,6638,14471,12932,13102,14860,25700,122,124,127,132,134,136,138,145,153,156,157,158,162,165,168,170,183,186,200,209,238,239,238,239,392,405,420,455,147,197,339,793,
应交税费(万元),3152,3087,6597,6439,3508,12879,7708,9939,11244,6267,9831,8452,7416,4055,5751,9266,12185,8694,5317,11762,199,199,202,207,193,193,193,193,193,193,193,193,193,193,193,193,193,194,194,194,194,195,2106,2104,2134,2071,2062,2103,1928,1935,1922,2128,
应付利息(万元),786,913,849,2965,--,1491,1759,1855,1882,2425,1521,859,432,207,148,437,507,700,1171,1392,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,437,0,437,0,604,603,603,272,
应付股利(万元),13960,17028,17028,17029,--,17035,13532,13852,13535,8281,8281,8282,7899,--,--,--,3124,5398,3005,2993,--,--,--,--,0,0,0,--,--,0,--,--,--,214,214,214,214,214,214,214,214,--,214,--,--,437,0,0,--,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
其他应付款(万元),62812,60142,76763,90098,46883,61528,51182,82194,46551,23426,16204,33144,17553,14907,19629,17612,34793,20670,32713,22979,5390,5390,3390,3390,3390,3390,3390,3393,3380,268,268,268,395,829,830,828,788,846,845,845,819,1458,1373,1373,1981,2335,2108,2032,3895,5394,5168,5488,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
预计流动负债(万元),485,649,661,677,--,1050,1457,1457,1692,2135,1782,3827,3505,3505,1967,1898,2638,2638,1597,1909,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
一年内到期的非流动负债(万元),--,--,54,135,1410,961,1369,1719,630,1159,2268,1655,460,460,325,325,325,325,325,325,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,214,--,214,298,0,0,437,--,0,--,605,
流动负债合计(万元),430140,385367,400083,410004,494888,539139,564151,735250,663283,562748,551592,617012,542443,348363,367054,506210,461074,478512,638302,662223,5945,5948,3953,3964,3951,3953,3956,3966,3960,852,853,854,985,1636,1639,1640,1613,1675,1688,1697,1699,2340,4166,4165,5255,5286,5079,5099,7041,9409,8985,10145,
长期借款(万元),45948,29678,60726,48524,6604,5593,5982,5859,4415,4541,4717,3892,4206,4433,4553,4646,1803,1222,1295,1407,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,10,10,10,10,10,10,10,10,10,10,10,10,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
预计非流动负债(万元),--,--,2869,2869,10165,10165,9084,21244,16257,17335,31891,31780,28176,25036,23301,22257,17222,15588,14139,13404,--,--,--,--,--,--,--,--,--,--,--,--,--,4863,4863,4863,4863,4863,4863,4863,4780,6180,6180,6180,6502,6502,8152,7252,11127,12386,12386,14144,
长期递延收益(万元),12174,12164,10991,13210,6246,6313,10947,11366,8406,6740,3927,4073,3904,3974,3263,3291,2495,2512,1899,2086,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),2436,1955,1660,495,3066,162,162,167,175,183,167,200,209,219,228,239,259,262,397,285,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
非流动负债合计(万元),61574,44814,77262,66113,26082,22233,26175,38636,29253,28798,40702,39946,36495,33662,31345,30433,21779,19583,17730,17182,0,0,0,0,0,0,0,0,0,0,0,0,0,4863,4863,4863,4863,4863,4863,4863,4790,6190,6190,6190,6512,6512,8162,7262,11137,12396,12396,14154,
负债合计(万元),491714,430181,477345,476116,520970,561373,590326,773886,692536,591546,592294,656958,578938,382025,398399,536643,482853,498095,656032,679405,5945,5948,3953,3964,3951,3953,3956,3966,3960,852,853,854,985,6499,6503,6504,6477,6538,6551,6561,6489,8531,10357,10355,11767,11798,13241,12361,18178,21804,21381,24299,
实收资本(或股本)(万元),188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,188472,174186,174186,174186,174186,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,37861,25076,
资本公积(万元),-13401,-13401,-50593,-50593,-21344,-50593,-30771,-50593,-51542,-51542,-50593,-50593,-50603,-47658,-50000,-50000,-153789,-153789,-156906,-156906,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42265,36956,36956,36956,36956,36956,36956,36956,36956,36956,36956,36956,36956,36956,36956,36956,44240,44240,44240,49796,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3805,3805,3663,3805,3663,3663,3663,3663,3017,3017,3017,3017,1808,1808,1808,1808,--,--,--,--,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
未分配利润(万元),139818,131144,134246,127260,120062,117030,121727,114390,159850,164243,160209,151021,135699,144076,135826,126324,114056,102104,93849,85981,-82219,-82201,-82225,-82275,-82400,-82752,-82493,-82300,-75782,-75535,-75196,-75043,-74951,-75263,-75272,-75221,-76060,-76010,-76005,-75947,-76087,-76245,-78150,-78115,-78344,-78410,-79326,-78017,-80137,-80074,-80133,-82340,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,
