 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),220890,103398,304625,293515,174988,65203,280025,269433,167558,63125,274439,253953,155403,62904,278915,294390,144409,71026,245258,348614,238715,60504,310816,383383,255565,71107,322007,382461,290922,66631,313918,387844,280954,135773,350250,259878,196317,101808,282585,263454,169640,77157,213115,220947,150661,56538,243984,166328,133553,51121,136113,98896,64709,30910, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 收到的税费返还(万元),5941,3210,13187,10505,5851,3500,11361,9014,5032,204,11293,7633,4233,1408,8377,6652,3882,652,6099,3280,2983,1134,7052,4544,3375,863,6282,3773,3133,2665,7605,4331,3941,1837,4133,346,176,176,2139,311,80,1277,3510,441,375,58,564,673,549,180,314,153,104,1, 
 收到的其他与经营活动有关的现金(万元),2998,1788,7706,5084,3156,1641,4573,4324,1975,1321,3754,4997,1447,1772,7373,2779,1393,316,7844,3804,2714,933,8010,2929,1094,256,5701,3143,1152,944,5650,1814,494,594,4088,2146,1600,1147,1532,1876,1499,19478,1320,6183,948,796,988,523,372,472,1099,1459,862,242, 
 经营活动现金流入小计(万元),229829,108396,325518,309104,183995,70344,295959,282771,174565,64650,289485,266583,161082,66084,294665,303821,149685,71994,259201,355698,244413,62571,325879,390856,260034,72226,333990,389376,295208,70240,327173,393989,285388,138203,358471,262371,198092,103130,286256,265642,171219,97912,217944,227571,151984,57393,245537,167524,134474,51773,137526,100508,65676,31153, 
 购买商品、接受劳务支付的现金(万元),187670,100213,231352,264391,176909,82157,209775,238292,147277,60271,235609,221956,132385,58469,184905,224131,96805,55574,181689,296854,196908,55020,257461,342243,237530,77505,253058,311481,245128,54155,276479,374475,281025,142296,304030,253673,195706,78182,206087,198701,120946,52028,182343,199461,142179,64112,191251,143684,112059,45557,101647,81283,50698,24611, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),22322,11146,38626,27375,18669,9879,35489,27110,18170,8790,33966,25239,17881,9809,32367,22770,16405,8890,32910,24908,17124,9292,32059,24807,16740,9218,29007,21961,14548,8265,25538,16154,10261,7761,19928,13111,9321,5551,17152,11729,8295,3814,14216,10357,7714,4609,11288,8115,5348,2819,7319,5080,3560,1582, 
 支付的各项税费(万元),6356,1457,7630,6739,4710,1268,9330,5790,2691,1900,6194,4842,3389,2203,7176,5966,4122,1724,9476,9545,7094,1976,13274,10484,8541,2407,8869,6991,4955,1554,7008,5913,5104,628,12595,11085,8759,2696,12167,12249,6732,2667,7026,4715,2701,1507,4004,2967,1945,1126,2574,2050,921,161, 
 支付的其他与经营活动有关的现金(万元),6814,4936,26328,8340,6915,3136,24687,8307,5787,3373,22447,9953,5697,3170,20042,8522,6730,2547,14583,6660,6021,2667,17811,8395,5834,2535,10748,6802,5661,2856,15251,6254,5576,3730,10812,8994,8357,8451,13211,6451,5922,4205,7812,9764,6386,3612,7930,5641,4999,2290,7209,5579,3186,1514, 
 经营活动现金流出小计(万元),223162,117751,303936,306845,207204,96441,279281,279498,173925,74334,298216,261990,159352,73650,244490,261388,124062,68735,238658,337967,227148,68955,320605,385929,268645,91665,301682,347235,270293,66831,324276,402796,301966,154416,347365,286864,222142,94880,248618,229130,141896,62714,211396,224298,158980,73840,214473,160407,124351,51792,118749,93992,58364,27868, 
 经营活动产生的现金流量净额(万元),6667,-9355,21582,2259,-23208,-26097,16678,3272,640,-9684,-8731,4593,1730,-7566,50175,42433,25622,3260,20543,17731,17265,-6385,5273,4927,-8611,-19439,32308,42141,24915,3409,2897,-8807,-16578,-16212,11106,-24494,-24050,8250,37639,36511,29323,35198,6548,3273,-6997,-16447,31064,7117,10123,-19,18777,6516,7312,3285, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6417,--,--,--,--,--,--,--,--,--,--,--,--,4404,900,900,--,--,--,--,--,--,--,--,4164,--,0,--,250,--,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,2740,2740,2740,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,998,998,998,77,--,--,--,--,--,--,--,--,0,--,0,--,8,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,--,14,7,6,6,42,138,136,25,5,13,0,0,1,16,16,58,7,53,52,2,2231,2225,15,15,173,92,74,73,25,20,2,2,--,--,--,--,108,57,0,0,14,48,42,20,0,213,210,--,0,17,9,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4089,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1834,761,--,4117,4000,4000,--,1738,1708,1148,1148,3387,696,696,--,700,233,--,--,--,--,--,--,6930,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--, 
 投资活动现金流入小计(万元),20,0,14,1842,767,6,4159,4138,4136,25,4483,4461,3888,1148,3388,712,712,58,707,285,52,2,8648,2225,15,15,7103,92,74,73,25,20,2,2,5087,5402,1898,977,108,57,0,0,14,48,42,20,4164,213,210,--,258,17,9,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1792,727,6045,5236,4084,2305,8222,5429,4279,1688,15537,7562,6027,1233,49980,48113,41020,12950,25407,16993,6930,4475,16461,6855,5357,4030,4886,8441,6690,4841,20657,9847,9605,2825,47508,16752,9733,2875,16565,6065,2761,2316,13064,14623,11023,5977,24922,14559,6421,2065,10583,3688,2086,1036, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3297,2997,2334,--,--,--,--,--,3027,600,600,300,50,200,--,--,3111,2977,2977,2977,6756,--,0,--,250,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,315,302,302,--,--,--,--,--,--,--,--,0,--,0,--,0,1250,1050,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--, 
 投资活动现金流出小计(万元),1792,727,6045,5236,4084,2305,8222,5429,4279,1688,15537,7562,6027,1233,49980,48113,41020,12950,25407,17006,6930,4475,16461,6855,5357,4030,8184,11438,9024,4841,20657,9847,9605,2825,50535,17667,10635,3478,16615,6265,2761,2316,16175,17600,14000,8954,31678,14559,6421,2065,10833,4938,3136,1036, 
 投资活动产生的现金流量净额(万元),-1771,-727,-6031,-3394,-3317,-2299,-4063,-1291,-143,-1663,-11054,-3101,-2139,-85,-46592,-47401,-40309,-12891,-24700,-16721,-6878,-4473,-7813,-4631,-5342,-4015,-1081,-11346,-8950,-4768,-20633,-9827,-9603,-2823,-45448,-12265,-8737,-2500,-16507,-6209,-2760,-2315,-16162,-17552,-13959,-8934,-27514,-14346,-6211,-2065,-10575,-4920,-3127,-1036, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2150,2150,2150,2150,1150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,625,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2150,2150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 取得借款收到的现金(万元),62036,52960,116746,91930,78103,45633,112669,58427,45839,22080,94422,65040,49368,28084,172334,154192,97683,42250,171233,151501,75941,55258,180701,155576,106148,59807,150478,112263,81231,53842,147346,104332,71411,28400,91825,54651,51763,43687,76585,71600,45650,35450,71448,57113,42703,33230,35325,25985,15755,7100,32730,21693,11740,3940, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,32,--,--,--,--,--,--,--,--,14600,--,--,--,--,0,--,25,2250,--,--,2250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,0,3648,4089,3082,--,1400,2827,1652,1001,0,1,0,0, 
 筹资活动现金流入小计(万元),62036,52991,116746,91930,78103,45633,112669,58427,45839,22080,109022,65040,49368,28084,174484,156342,99833,44426,174633,151501,75941,57508,180701,155576,106148,59807,150478,112263,81231,53842,147346,104332,71411,28400,91825,54651,51763,43687,76585,71601,45651,35450,75096,61202,45785,33230,36725,28812,17407,8101,33355,21694,11740,3940, 
 偿还债务支付的现金(万元),70263,46563,118188,82519,64124,38624,90919,60007,33315,10429,94640,79631,63781,22833,163411,148997,78762,46096,159821,127695,68892,44967,175171,134594,81464,42554,175184,128504,90530,47889,118432,76660,46498,11629,65548,51637,40250,38000,77545,60750,36300,30300,54653,36458,23398,12008,28484,19984,14869,1400,26128,18096,11196,2901, 
 分配股利、利润或偿付利息所支付的现金(万元),4468,1642,6658,6085,2554,1272,10203,5968,2570,542,5441,3063,1538,1771,6072,3796,2871,1007,7878,5735,2411,1273,5954,3060,2329,1360,5987,5154,3634,1930,9628,5896,2964,1137,4857,6687,5639,1708,3265,4135,3724,1085,5696,6081,3751,1343,4119,2216,1363,848,1300,870,550,395, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1987,--,--,--,10,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,2,--,--,0,14600,--,--,14114,4,803,599,--,189,366,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,--,1657,900,--,--,2285,300,300,--,0,0,16,0,0,10,10,0, 
 筹资活动现金流出小计(万元),74731,48205,124847,88604,66677,39895,101124,65975,35886,10971,114681,82694,65319,38717,169487,153596,82232,47103,167888,133796,71303,46240,181125,137654,83793,43914,181171,133658,94164,49819,128060,82555,49462,12765,70405,58375,45889,39708,82466,65785,40024,31385,62634,42839,27450,13351,32603,22200,16248,2248,27428,18976,11756,3296, 
 筹资活动产生的现金流量净额(万元),-12695,4786,-8100,3326,11426,5738,11544,-7547,9953,11109,-5659,-17655,-15951,-10633,4997,2745,17602,-2678,6745,17705,4637,11268,-424,17922,22355,15893,-30693,-21395,-12933,4023,19285,21776,21950,15635,21420,-3723,5874,3980,-5881,5816,5627,4065,12463,18363,18336,19879,4122,6612,1158,5853,5927,2718,-16,644, 
 汇率变动对现金及现金等价物的影响(万元),384,376,307,-239,339,545,-196,4,0,-0,233,10,6,-0,48,44,31,-3,17,--,--,0,-19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,41,--,0,0, 
 现金及现金等价物净增加额(万元),-7416,-4919,7757,1952,-14761,-22113,23964,-5562,10451,-238,-25210,-16153,-16354,-18284,8628,-2179,2946,-12312,2606,18715,15024,410,-2984,18218,8402,-7562,534,9400,3031,2664,1550,3142,-4231,-3400,-12923,-40482,-26913,9730,15250,36119,32190,36948,2848,4084,-2620,-5503,7672,-618,5071,3769,14169,4314,4168,2892, 
