 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),--,--,234,234,234,234,599,572,282,224,831,504,341,198,538,572,299,--,2778,1999,1796,1584,22081,6805,1922,1376,51824,19710,34758,14547,143848,94316,72457,23298,233431,183031,92601,29064,48588,27880,11069,5344,7021,3021,2722,1982,8901,5150,2343,1412,18236,9215,8639,7783, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,54,--,--,--,--,--,--,--,--,--,--,--,6,6,--,--,--,--,--,--,--,--,--,--,423,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,31,0,--,--, 
 收到的其他与经营活动有关的现金(万元),81,57,643,604,581,457,1646,1254,800,440,1614,1184,800,513,1681,9485,939,255,4434,3787,3663,3964,14718,14775,8163,6329,93315,25373,11031,8876,131726,70704,63070,26287,119419,40343,32326,36353,10986,7063,6089,5421,15813,13324,9516,6348,18899,18447,15527,2209,42006,664,603,764, 
 经营活动现金流入小计(万元),81,57,877,838,815,691,2299,1827,1082,664,2446,1689,1141,711,2219,10057,1237,255,7218,5793,5459,5548,36799,21580,10085,7705,145139,45083,45789,23423,275998,165020,135528,49586,352850,223374,124927,65417,59575,34943,17157,10765,22834,16345,12238,8331,27800,23598,17870,3621,60272,9878,9242,8548, 
 购买商品、接受劳务支付的现金(万元),--,--,40,40,40,40,140,111,62,44,88,41,13,11,824,702,34,--,729,121,112,76,22891,11346,1367,1340,63901,26151,43651,22533,224709,125514,104878,41477,238874,226205,84004,29826,41021,26199,11133,8773,13923,6869,2823,2077,4771,6961,6567,205,8396,4721,4262,5415, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),34,19,214,191,156,99,518,457,295,215,681,537,355,245,755,619,466,196,1128,982,783,503,1971,1548,1154,903,1665,1397,743,463,1551,1195,785,378,1357,910,554,257,718,480,300,72,520,421,287,152,589,457,338,127,4236,2836,2695,1231, 
 支付的各项税费(万元),0,0,5,5,5,5,54,53,35,25,54,35,30,28,47,52,30,2,47,48,47,43,237,200,183,120,572,545,421,170,1227,1170,504,220,1486,1087,719,249,525,333,184,122,569,349,258,173,4053,6665,2657,169,2519,1978,1901,777, 
 支付的其他与经营活动有关的现金(万元),44,38,691,674,643,570,1579,1242,741,425,1724,1216,858,503,4944,47599,759,85,7237,5543,5426,5823,92698,4368,3356,5227,29336,14074,3598,3139,79696,32096,26596,11357,149382,44960,26691,16464,11243,6936,5838,5435,14753,12874,8894,3919,45800,33611,33322,1022,15128,3432,3266,1147, 
 经营活动现金流出小计(万元),79,58,950,910,843,713,2291,1863,1134,709,2547,1830,1257,786,6571,48971,1289,283,9141,6695,6368,6446,117796,17462,6060,7590,95474,42167,48413,26305,307182,159976,132762,53432,391099,273163,111968,46797,53507,33949,17455,14401,29765,20513,12262,6321,55213,47694,42885,1523,30279,12967,12125,8569, 
 经营活动产生的现金流量净额(万元),3,-0,-73,-71,-28,-22,8,-36,-51,-45,-102,-141,-116,-76,-4352,-38914,-52,-28,-1923,-901,-908,-898,-80997,4117,4025,115,49665,2916,-2623,-2882,-31184,5044,2766,-3846,-38250,-49788,12958,18620,6068,994,-298,-3636,-6931,-4168,-24,2010,-27413,-24096,-25015,2097,29993,-3089,-2882,-22, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,16751,12167,--,--,--,--,--,--,610,--,--,--,1400,1400,1400,--,4200,--,--,--,499,499,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,5,--,--,--,46,48,0,--,--,--,0,--,--,--,--,--,582,--,--,--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,15,15,--,488,488,488,488,--,--,--,--,--,--,0,--,1,1,1,--,6,6,6,6,--,--,22,--,--,--,--,--,75,--,--,--,--,24372,24372,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38138,--,--,--,--,--,--,--,--,--,--,5074,--,0,--,--,--,--,--,0,--,0,--,22,22,0,22,7582,-1200,--,--,27214,28431,28431,--,--,0,--,--, 
