 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),142015,89660,384250,288978,172470,76794,350081,225965,119517,64578,326820,218547,110458,45627,303959,216162,149608,67706,329292,210110,136692,60419,301641,212544,143006,81509,299842,244490,146818,53568,304348,278466,170441,70776,315948,303118,162854,80391,165302,114422,46224,21976,170597,118297,81025,35607,87652,74999,35098,15810,55172,45380,28109,13971, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 收到的税费返还(万元),--,--,--,8,8,--,8,73,8,--,12,12,12,--,8,9,6,--,12,220,12,--,--,46,10,--,49,120,9,0,30,30,30,28,--,--,0,0,665,40,0,--,--,--,--,--,12,9,9,9,--,368,368,350, 
 收到的其他与经营活动有关的现金(万元),1786,20410,15974,21289,9079,4186,6676,67064,4524,16409,10588,8121,6246,1852,12395,4977,5842,1753,5311,24471,7407,5747,13559,31617,23935,10600,2572,10107,2476,14158,3056,2600,2242,951,7036,8166,9293,4747,8886,8740,3613,8354,426,2572,3143,8643,815,16122,2309,6984,3889,337,232,9386, 
 经营活动现金流入小计(万元),143801,110069,400224,310275,181558,80981,356765,293102,124048,80988,337420,226680,116715,47479,316362,221148,155456,69458,334615,234802,144110,66166,315200,244207,166950,92109,302463,254717,149302,67726,307434,281096,172713,71755,322984,311284,172147,85138,174853,123202,49837,30330,171023,120869,84167,44249,88478,91130,37416,22804,59060,46084,28709,23707, 
 购买商品、接受劳务支付的现金(万元),143940,75465,312671,237734,155048,65669,315191,250889,161733,121475,248430,203106,128834,77322,198908,141103,90222,41696,237828,178788,136865,53679,169212,153911,88377,51950,247847,235089,155474,83047,279366,234542,160637,76219,254640,252327,145204,72685,152868,99827,37143,20819,152299,84024,56304,32219,68599,66755,31115,14457,57294,35829,22580,11251, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),10360,5611,20282,15711,10596,5586,19898,15326,10620,4924,20321,14769,10380,4692,20343,15378,10844,4939,21291,18875,14331,8522,21606,17096,12017,6103,18973,15443,11016,5481,19257,13958,9746,4582,17985,13464,9392,4340,11503,7770,4374,2210,8886,6212,4253,2360,6749,4110,2330,1104,8260,2734,1895,1050, 
 支付的各项税费(万元),3560,2048,8277,6134,4942,2544,14340,10448,7817,4818,18272,11660,6961,4108,17977,15579,11002,6114,14588,11077,9425,5782,28632,22924,20550,14067,13640,4829,3323,900,18013,14520,11890,3287,16986,19051,13003,11028,8172,4974,1172,322,3340,2424,1726,797,1927,2038,915,185,1943,1895,1394,301, 
 支付的其他与经营活动有关的现金(万元),20857,6477,19648,12154,4093,4583,11013,15102,4592,16484,9486,6800,4377,2315,17785,12663,13077,5618,12918,7742,5399,7601,13625,35498,4930,123,20088,22005,12648,16768,11623,20892,8490,5158,13852,14898,7178,1332,14408,16183,2281,3180,9280,12162,6963,2788,4498,13806,2164,6523,4882,6892,3867,7705, 
 经营活动现金流出小计(万元),178717,89601,360878,271734,174678,78382,360443,291764,184761,147701,296509,236335,150552,88436,255013,184723,125145,58366,286626,216482,166020,75584,233075,229430,125874,72243,300547,277366,182461,106195,328258,283912,190764,89246,303462,299739,174777,89385,186952,128754,44971,26530,173805,104821,69246,38164,81774,86709,36524,22268,72378,47350,29737,20308, 
 经营活动产生的现金流量净额(万元),-34916,20469,39347,38542,6879,2598,-3677,1338,-60713,-66713,40911,-9654,-33836,-40957,61349,36425,30311,11092,47989,18320,-21910,-9418,82125,14777,41076,19866,1916,-22649,-33159,-38469,-20824,-2816,-18051,-17491,19521,11544,-2630,-4247,-12098,-5552,4867,3800,-2782,16048,14922,6086,6704,4420,892,536,-13318,-1266,-1028,3400, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,194,194,--,--,--,--,--,767,--,--,--,--,--,--,--,40953,--,5,5,--,--,5965,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 取得投资收益所收到的现金(万元),1000,--,1025,213,--,--,4777,1690,1305,--,2475,2280,2280,--,37,37,--,--,--,--,--,--,--,--,--,--,10957,5896,5896,--,5965,5965,20,--,6353,6353,6353,0,5159,5159,0,--,5413,5405,5405,--,11346,11346,5693,--,7007,7007,4007,4007, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,1691,1676,1674,30,126,32,28,22,64,57,28,16,6878,6782,6790,2342,193,174,176,52,5149,968,986,5,47,29,19,0,44,34,--,7,142,25,2,2,5025,153,45,45,4,6,5,1,4,99,99,100,178,115,115,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,10500,4500,4500,--,4487,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,991,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),13220,--,23138,--,--,--,73577,--,--,--,1118,--,--,--,407,--,--,--,--,--,--,--,--,--,--,--,6165,--,--,--,--,--,--,--,--,--,0,0,20434,44336,44336,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14220,0,25854,1889,1674,30,78480,1722,1334,22,14157,7032,7003,16,11809,6819,6790,2342,960,174,176,52,5149,968,986,5,58122,5925,5920,5,6008,5998,5985,7,7486,6378,6356,2,30618,49648,44381,45,5417,5411,5410,1,11350,11446,5791,100,7185,7123,4122,4007, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),976,402,2735,1586,1035,252,3412,3178,2756,580,7544,5874,4811,3761,5632,4168,3374,2013,17149,12819,10141,12379,15227,8657,5477,2299,11470,5851,3757,1769,4752,2765,2137,1241,10008,6232,2015,962,4095,1521,785,554,5177,2491,2005,1664,31101,21414,21860,2784,37426,34539,22700,9491, 
 投资所支付的现金(万元),--,--,--,--,--,--,39600,39600,--,--,--,--,--,--,--,--,--,--,23145,23145,6944,--,4777,50,57,50,--,--,3500,--,--,--,--,--,--,--,0,0,252,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 支付的其他与投资活动有关的现金(万元),1500,--,54520,--,--,--,100,--,--,--,20900,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,58,--,--,--,--,--,--,--,--,--,0,0,--,170,150,105,281,--,--,--,0,--,--,--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
