 报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),24473,8880,41316,31946,18344,8606,43450,34021,23391,12756,50350,38672,23860,12044,92490,59807,47086,21077,108828,83980,60273,27551,121299,92643,65568,36884,127674,92216,58420,29709,193386,141529,100413,45168,291256,146687,96194,43575,284647,139259,84786,50048,308324,160425,111301,58974,313578,175813,110828,40890,272797,145601,91402,33292, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 收到的税费返还(万元),927,516,1852,1128,387,381,1082,715,409,329,449,410,371,118,545,378,378,220,2192,1599,742,507,2187,1990,1133,474,1978,1360,655,53,3319,2449,1112,39,2225,2153,1514,517,1979,1364,1223,1159,2318,1085,496,182,2294,1280,482,233,1948,538,354,0, 
 收到的其他与经营活动有关的现金(万元),269,210,711,629,1405,1318,782,1113,856,649,340,546,457,160,1505,632,459,231,1287,643,442,212,5779,917,1148,365,1498,849,514,883,2683,1071,765,261,3809,4967,3795,2181,2647,2389,2363,602,2314,2382,1352,976,1498,1518,859,355,2714,1617,1143,150, 
 经营活动现金流入小计(万元),25670,9607,43880,33704,20135,10304,45313,35849,24656,13734,51140,39628,24689,12322,94540,60817,47922,21528,112308,86222,61458,28270,129265,95551,67849,37724,131151,94425,59589,30645,199388,145049,102289,45468,297291,153807,101504,46273,289273,143011,88372,51809,312956,163892,113149,60132,317370,178610,112170,41478,277459,147756,92899,33442, 
 购买商品、接受劳务支付的现金(万元),7617,3152,11654,12697,7748,3803,23651,16614,11025,5953,29491,22514,13873,7616,58538,40133,31873,14930,71517,47975,34685,13790,81275,71866,53366,25225,88467,69236,46364,22124,163122,122206,85577,42372,252544,138539,95999,41507,244841,115218,71435,40861,283020,145864,95091,54431,281116,167428,105442,35193,243643,130746,83015,21952, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),4555,2691,11698,6056,3827,1759,6156,4047,2521,1142,5990,4162,2781,1677,17315,12192,8169,4478,18524,13981,9488,4923,21069,16165,10926,6095,19995,15120,10223,5524,21436,15924,10186,5997,19849,14600,9756,5346,17535,11354,7381,4009,14384,11177,7556,3676,13232,7365,4077,1377,6522,4509,3068,1382, 
 支付的各项税费(万元),709,286,2049,1910,1490,359,2813,2098,1734,745,2319,1809,911,225,4673,2958,1899,212,6300,4569,3498,1939,3973,2327,1577,662,7260,4399,2864,1053,7755,6396,4555,2044,5935,4632,3778,1635,6509,4570,2833,1299,5196,3458,2365,1228,4166,2786,1968,930,5240,4287,3620,2868, 
 支付的其他与经营活动有关的现金(万元),875,531,2196,4565,4221,2513,6395,4793,3063,1626,2477,1490,929,384,5783,5606,2735,1310,6507,4796,3322,1805,6663,5416,3818,1831,6396,5731,4243,2124,11852,7916,5158,1926,16684,6762,4335,1948,18596,7670,3736,1923,9859,7044,4425,2328,8488,7950,4509,1495,11639,6688,4845,2934, 
 经营活动现金流出小计(万元),13755,6659,27597,25229,17286,8434,39015,27552,18342,9466,40278,29976,18495,9902,86309,60889,44676,20930,102848,71322,50993,22456,112980,95773,69687,33812,122119,94486,63694,30825,204165,152443,105476,52339,295012,164532,113867,50435,287481,138812,85384,48091,312458,167543,109436,61662,307002,185529,115996,38994,267043,146229,94548,29135, 
 经营活动产生的现金流量净额(万元),11915,2947,16282,8475,2849,1871,6298,8297,6314,4268,10862,9652,6194,2420,8231,-73,3246,598,9460,14900,10465,5814,16285,-222,-1837,3911,9032,-61,-4105,-180,-4776,-7393,-3187,-6871,2279,-10725,-12363,-4162,1792,4199,2988,3718,498,-3651,3713,-1530,10369,-6920,-3826,2484,10416,1528,-1649,4307, 
 收回投资所收到的现金(万元),3019,--,--,816,816,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,651,--,0,0,--,--,--,--,--,--,0,--,--,0,0,0,19,0,0,0, 
 取得投资收益所收到的现金(万元),200,--,350,5654,5654,350,400,400,400,400,333,340,340,340,3446,3450,3450,3250,3547,3547,3547,--,3047,3047,3047,1547,2100,1600,1600,--,1600,1100,1100,--,1700,1200,1200,0,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,7,--,--,--,--,--,--,--,--,--,--,--,175,175,10,--,79,21,1,0,9889,1,0,0,1,0,0,0,9,2,1,1,34,2,2,2,453,385,193,64,703,574,252,67,332,44,30,0,15,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,5724,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0, 
