 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),95656,87072,81264,81179,73728,73590,64327, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,125,--,--, 
 收到的其他与经营活动有关的现金(万元),1102,607,876,200,715,412,86, 
 经营活动现金流入小计(万元),96757,87679,82140,81379,74569,74002,64413, 
 购买商品、接受劳务支付的现金(万元),60404,58541,51967,49913,50906,48120,45181, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8098,8168,7211,6442,6021,5542,5681, 
 支付的各项税费(万元),7687,4649,5757,6031,4892,3953,2902, 
 支付的其他与经营活动有关的现金(万元),7709,8339,6880,6794,4875,5975,4136, 
 经营活动现金流出小计(万元),83898,79697,71815,69180,66695,63590,57899, 
 经营活动产生的现金流量净额(万元),12860,7981,10324,12199,7874,10412,6514, 
 收回投资所收到的现金(万元),117000,91000,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1520,571,70,48,93,77,6, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,17,56,29,26,68,27, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),118539,91588,126,77,119,145,33, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1393,715,913,419,5113,9969,19162, 
 投资所支付的现金(万元),124000,123000,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
