 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),116231,87853,75309,58557,49700, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),1097,810,1470,632,105, 
 收到的其他与经营活动有关的现金(万元),1282,810,763,534,1023, 
 经营活动现金流入小计(万元),118610,89473,77542,59723,50828, 
 购买商品、接受劳务支付的现金(万元),70649,50030,38239,29696,15806, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13659,11772,10753,10046,9294, 
 支付的各项税费(万元),7627,7807,7984,5961,4367, 
 支付的其他与经营活动有关的现金(万元),8585,7437,7564,7035,6673, 
 经营活动现金流出小计(万元),100520,77047,64540,52737,36141, 
 经营活动产生的现金流量净额(万元),18090,12426,13002,6986,14687, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1440,--,--,5,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),491,273,4076,85,176, 
 处置子公司及其他营业单位收到的现金净额(万元),--,20093,--,--,--, 
 收到的其他与投资活动有关的现金(万元),250,1801,14500,1088,938, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),2181,22167,18577,1178,1115, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),34575,19593,8063,5098,7959, 
 投资所支付的现金(万元),11378,13635,3000,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,1875,--,--, 
 支付的其他与投资活动有关的现金(万元),--,500,--,--,739, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),45953,33728,12938,5098,8698, 
 投资活动产生的现金流量净额(万元),-43772,-11561,5639,-3920,-7583, 
 吸收投资收到的现金(万元),83,20185,1731,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),83,1731,--,--,--, 
 取得借款收到的现金(万元),35131,6000,20900,3142,10611, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,837,3060,50,190, 
 筹资活动现金流入小计(万元),35214,27022,25691,3192,10801, 
 偿还债务支付的现金(万元),9600,14875,13422,4283,14594, 
 分配股利、利润或偿付利息所支付的现金(万元),580,5493,26588,493,716, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,5616,--,--,--, 
 筹资活动现金流出小计(万元),10180,25984,40010,4776,15309, 
 筹资活动产生的现金流量净额(万元),25033,1038,-14319,-1585,-4508, 
 汇率变动对现金及现金等价物的影响(万元),6,-9,9,2,0, 
 现金及现金等价物净增加额(万元),-643,1894,4331,1483,2596, 
 加:期初现金及现金等价物余额(万元),14171,12277,7935,6453,3857, 
 期末现金及现金等价物余额(万元),13528,14171,12266,7935,6453, 
 净利润(万元),13701,16724,--,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),113,1113,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3779,3300,--,--,--, 
 无形资产摊销(万元),894,485,--,--,--, 
 长期待摊费用摊销(万元),346,440,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-84,2,--,--,--, 
 固定资产报废损失(万元),94,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),628,123,--,--,--, 
 投资损失(万元),-2589,-2033,--,--,--, 
 递延所得税资产减少(万元),-11,-66,--,--,--, 
 递延所得税负债增加(万元),-150,-77,--,--,--, 
 存货的减少(万元),-754,-6810,--,--,--, 
 经营性应收项目的减少(万元),3112,-10399,--,--,--, 
 经营性应付项目的增加(万元),-990,9624,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),18090,12426,--,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),13528,14171,12266,7935,6453, 
 现金的期初余额(万元),14171,12277,7935,6453,3857, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-643,1894,4331,1483,2596, 

