 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),461022,338580,227731,170375,137901,108424,95829,94083,75250,61655, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6306,1885,1936,1144,2453,793,660,108,436,16, 
 收到的其他与经营活动有关的现金(万元),44466,5082,3446,1249,1246,352,1181,340,953,365, 
 经营活动现金流入小计(万元),511794,345547,233112,172768,141601,109570,97670,94531,76638,62036, 
 购买商品、接受劳务支付的现金(万元),310223,204812,124261,82033,81198,60709,55994,58312,43101,29863, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),66670,47512,31686,24211,22871,14766,11686,11334,8206,5290, 
 支付的各项税费(万元),18096,16735,13204,10308,6437,5998,4164,4020,6341,4373, 
 支付的其他与经营活动有关的现金(万元),130746,54242,36047,27558,27057,18193,12302,11548,12034,11218, 
 经营活动现金流出小计(万元),525735,323302,205198,144110,137564,99665,84147,85214,69682,50743, 
 经营活动产生的现金流量净额(万元),-13941,22245,27914,28658,4037,9905,13523,9317,6956,11292, 
 收回投资所收到的现金(万元),27328,--,50,50,--,--,--,--,--,10800, 
 取得投资收益所收到的现金(万元),298,56,--,456,--,330,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5863,1550,1,328,111,102,8,--,24,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,769,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),43028,37213,1712,9605,6423,23427,730,107,171,2378, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),76518,39587,1764,10438,6534,23858,738,107,195,13185, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),36061,31440,22839,22111,28311,44398,15431,4767,3560,2066, 
 投资所支付的现金(万元),--,31366,750,750,3000,100,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),26923,5634,19300,37848,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),13431,38000,33719,120,2369,1470,38500,58,145,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),76415,106440,76608,60829,33680,45968,53931,4824,3705,2066, 
 投资活动产生的现金流量净额(万元),103,-66853,-74844,-50391,-27146,-22110,-53194,-4717,-3510,11119, 
 吸收投资收到的现金(万元),552,14237,92122,--,--,100,60381,--,3750,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),40,4190,--,--,--,100,--,--,--,--, 
 取得借款收到的现金(万元),204548,174887,125253,77402,64100,39898,2000,37000,20000,54490, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),20933,15990,77390,31011,19830,--,--,--,--,9475, 
 筹资活动现金流入小计(万元),226034,205114,294764,108413,83930,39998,62381,37000,23750,63965, 
 偿还债务支付的现金(万元),181918,126450,114216,39370,50718,29550,13000,44000,14600,82550, 
 分配股利、利润或偿付利息所支付的现金(万元),11340,6080,9080,4411,5279,3892,3058,4231,3528,2150, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),24441,15681,101960,39669,1145,--,--,268,--,--, 
 筹资活动现金流出小计(万元),217699,148211,225256,83450,57143,33442,16058,48499,18128,84700, 
 筹资活动产生的现金流量净额(万元),8334,56903,69508,24962,26787,6556,46323,-11499,5622,-20735, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5504,12295,22578,3230,3678,-5649,6653,-6899,9068,1676, 
 加:期初现金及现金等价物余额(万元),53257,40962,18383,15154,11475,17124,10471,17370,8302,6626, 
 期末现金及现金等价物余额(万元),47753,53257,40962,18383,15154,11475,17124,10471,17370,8302, 
 净利润(万元),-42381,28237,20348,19014,9318,12009,10173,8787,8057,7039, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),34474,5945,2962,1449,184,703,1386,384,114,920, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),8747,6948,6143,5377,3728,2179,1844,1744,1460,1665, 
 无形资产摊销(万元),1594,681,445,320,264,139,100,94,64,77, 
 长期待摊费用摊销(万元),4253,3735,2847,3048,1757,877,641,610,206,83, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-288,-1,70,71,53,-60,4,144,40,-0, 
 固定资产报废损失(万元),12,43,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),320,1454,-1664,48,255,-256,200,-82,-68,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
