 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),113944,148433,169321,133972,49203,44280,26548,33979,22923,13007,10114,5022, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),561,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),18198,10172,5447,8078,3722,3101,2600,2345,2814,1022,928,975, 
 经营活动现金流入小计(万元),132703,158606,174767,142051,52925,47381,29148,36324,25738,14029,11042,5997, 
 购买商品、接受劳务支付的现金(万元),65106,123590,111542,64212,40584,19814,13111,33603,14375,7460,7831,3500, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),17876,16435,15512,7580,5895,5021,3671,2780,1216,691,497,475, 
 支付的各项税费(万元),14773,16803,12799,4235,2196,1592,1703,927,525,147,105,49, 
 支付的其他与经营活动有关的现金(万元),20613,13177,15780,11978,5825,6490,5687,5773,4087,2169,1599,1325, 
 经营活动现金流出小计(万元),118368,170005,155633,88006,54500,32917,24173,43083,20204,10468,10033,5349, 
 经营活动产生的现金流量净额(万元),14336,-11400,19134,54045,-1575,14464,4975,-6759,5534,3562,1008,647, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,2600,1300,0, 
 取得投资收益所收到的现金(万元),872,--,--,--,--,--,--,--,--,24,5,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4730,17,10,1,--,8,--,--,20,0,10,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,9462,--,--,--,--,--,--,--,0,0,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),5602,9479,10,1,0,8,0,0,20,2624,1314,510, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20835,100649,60181,56137,3688,6542,9029,6849,3369,3355,107,119, 
 投资所支付的现金(万元),13536,12280,352,--,--,--,--,--,--,610,3400,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,620,--,41022,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),10624,--,--,--,--,--,--,--,--,0,500,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),44995,113549,60533,97159,3688,6542,9029,6849,3369,3965,4007,119, 
 投资活动产生的现金流量净额(万元),-39392,-104070,-60523,-97158,-3688,-6534,-9029,-6849,-3349,-1341,-2693,392, 
 吸收投资收到的现金(万元),1403,4900,3220,100935,2250,--,--,--,69293,1525,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),1403,4900,3220,3750,2250,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),116340,59000,53397,5700,--,--,--,--,2500,2000,0,800, 
 发行债券收到的现金(万元),--,39720,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),20800,--,--,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),138543,103620,56617,106635,2250,0,0,0,71793,3525,0,800, 
 偿还债务支付的现金(万元),92687,33452,24918,5600,--,--,--,2500,1500,500,0,800, 
 分配股利、利润或偿付利息所支付的现金(万元),16477,9172,7638,3191,3608,2706,1804,1243,565,548,0,28, 
