 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),378231,287200,203885,151118,115457, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),26312,18128,17689,11237,11021, 
 收到的其他与经营活动有关的现金(万元),9078,13042,4813,1997,1876, 
 经营活动现金流入小计(万元),413620,318370,226388,164352,128354, 
 购买商品、接受劳务支付的现金(万元),82643,66949,42072,24152,17319, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),147236,103417,77035,56166,39763, 
 支付的各项税费(万元),39047,34185,28444,20365,15575, 
 支付的其他与经营活动有关的现金(万元),50370,37276,30091,23324,15449, 
 经营活动现金流出小计(万元),319296,241827,177642,124006,88106, 
 经营活动产生的现金流量净额(万元),94324,76543,48746,40346,40248, 
 收回投资所收到的现金(万元),267748,114098,179430,154366,89295, 
 取得投资收益所收到的现金(万元),7649,3554,5318,3361,2515, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),101,52,28,27,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),275498,117703,184776,157755,91820, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),31522,3772,6435,1026,1482, 
 投资所支付的现金(万元),405000,176469,180821,185387,122227, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),436522,180242,187256,186414,123709, 
 投资活动产生的现金流量净额(万元),-161024,-62539,-2480,-28659,-31889, 
 吸收投资收到的现金(万元),131686,--,1348,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,10754,7077, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,13832,--,1200, 
 筹资活动现金流入小计(万元),131686,0,15180,10754,8277, 
 偿还债务支付的现金(万元),--,--,11620,6797,7337, 
 分配股利、利润或偿付利息所支付的现金(万元),12166,14808,37184,1703,3613, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),985,0,1200,9165,6108, 
 筹资活动现金流出小计(万元),13151,14808,50005,17665,17059, 
 筹资活动产生的现金流量净额(万元),118535,-14808,-34825,-6911,-8782, 
 汇率变动对现金及现金等价物的影响(万元),292,-724,258,12,9, 
 现金及现金等价物净增加额(万元),52127,-1528,11699,4788,-415, 
 加:期初现金及现金等价物余额(万元),21326,22855,11155,6367,6782, 
 期末现金及现金等价物余额(万元),73453,21326,22855,11155,6367, 
 净利润(万元),60328,57352,25756,33004,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),1323,1166,738,822,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7412,4598,3421,2399,--, 
 无形资产摊销(万元),138,94,40,43,--, 
 长期待摊费用摊销(万元),884,884,627,350,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--, 
 固定资产报废损失(万元),-46,-14,30,101,--, 
 公允价值变动损失(万元),-64,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
