 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),210603,176872,153426,130809,125203,100871,96763, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),2540,1834,1636,1878,2614,1902,2272, 
 收到的其他与经营活动有关的现金(万元),3361,1564,600,764,316,521,3317, 
 经营活动现金流入小计(万元),216504,180270,155662,133451,128133,103293,102352, 
 购买商品、接受劳务支付的现金(万元),130155,102607,87540,77673,81890,55600,66596, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),51385,42923,37999,29089,22427,18475,14517, 
 支付的各项税费(万元),6851,6370,5674,4213,3892,4071,3029, 
 支付的其他与经营活动有关的现金(万元),16732,13699,11285,8934,9256,8641,11187, 
 经营活动现金流出小计(万元),205122,165599,142498,119909,117466,86787,95329, 
 经营活动产生的现金流量净额(万元),11382,14671,13164,13542,10667,16506,7023, 
 收回投资所收到的现金(万元),97510,84943,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1091,541,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),96,118,7,4,11,1,78, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3000,--,--,--,42,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),101696,85602,7,4,53,1,78, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10793,4753,4528,2792,2644,2464,2351, 
 投资所支付的现金(万元),87650,131053,122,115,--,--,2572, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),19537,1405,8089,13283,5172,--,--, 
 支付的其他与投资活动有关的现金(万元),300,3000,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),118280,140211,12739,16189,7817,2464,4923, 
 投资活动产生的现金流量净额(万元),-16584,-54609,-12732,-16185,-7763,-2463,-4845, 
 吸收投资收到的现金(万元),--,81122,--,--,--,--,4395, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),18292,16100,16500,13802,7564,8463,18351, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),18292,97222,16500,13802,7564,8463,22746, 
 偿还债务支付的现金(万元),17743,14500,12704,10324,7894,14300,13055, 
 分配股利、利润或偿付利息所支付的现金(万元),2222,5268,3401,2357,1657,1650,11789, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),200,1564,--,--,--,--,--, 
 筹资活动现金流出小计(万元),20166,21332,16105,12682,9552,15950,24845, 
 筹资活动产生的现金流量净额(万元),-1874,75890,395,1120,-1988,-7487,-2098, 
 汇率变动对现金及现金等价物的影响(万元),1733,-1551,1412,519,26,-362,67, 
 现金及现金等价物净增加额(万元),-5344,34400,2239,-1004,942,6194,146, 
 加:期初现金及现金等价物余额(万元),50011,15611,13372,14376,13434,7240,7094, 
 期末现金及现金等价物余额(万元),44667,50011,15611,13372,14376,13434,7240, 
 净利润(万元),16676,16611,15689,9808,9334,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),744,833,822,296,528,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3942,2816,2854,2435,2052,--,--, 
 无形资产摊销(万元),301,119,167,159,153,--,--, 
 长期待摊费用摊销(万元),126,68,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-29,-4,83,92,174,--,--, 
 固定资产报废损失(万元),30,32,682,40,261,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),-382,1844,-136,397,383,--,--, 
 投资损失(万元),-1606,-548,68,58,--,--,--, 
 递延所得税资产减少(万元),-427,89,-206,-79,11,--,--, 
 递延所得税负债增加(万元),-45,-0,-0,1,--,--,--, 
 存货的减少(万元),-8292,-5171,-3086,-1474,-4776,--,--, 
 经营性应收项目的减少(万元),-3481,-6972,-10296,-2948,137,--,--, 
 经营性应付项目的增加(万元),3826,4955,6523,4758,2410,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
