 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),157793,137094,120862,97988,78433,74141,63621,54596, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,343, 
 收到的其他与经营活动有关的现金(万元),4789,8200,6624,13204,19047,12464,3805,6454, 
 经营活动现金流入小计(万元),162582,145294,127485,111192,97480,86604,67425,61393, 
 购买商品、接受劳务支付的现金(万元),24464,8977,8449,7378,6030,6461,5052,6899, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8942,8485,7473,6913,5190,4101,3228,2657, 
 支付的各项税费(万元),34170,25148,23043,18257,14380,11594,13716,7108, 
 支付的其他与经营活动有关的现金(万元),4849,4697,4656,7200,5027,2738,3100,3547, 
 经营活动现金流出小计(万元),72425,47307,43620,39748,30627,24894,25096,20211, 
 经营活动产生的现金流量净额(万元),90157,97987,83865,71445,66853,61710,42329,41182, 
 收回投资所收到的现金(万元),131000,80000,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2005,791,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,59,1,--,0,113,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),354,1000,182,19000,--,--,--,600, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),133359,81850,184,19000,0,113,0,600, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),46021,24860,46090,41832,86970,36209,61288,42623, 
 投资所支付的现金(万元),171000,140000,--,--,--,--,--,2940, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3601,1000,8,19000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),220622,165860,46098,60832,86970,36209,61288,45563, 
 投资活动产生的现金流量净额(万元),-87263,-84010,-45914,-41832,-86970,-36096,-61288,-44963, 
 吸收投资收到的现金(万元),7411,--,97666,--,--,--,--,20016, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,24000,39500,13000,9500,16000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7411,0,97666,24000,39500,13000,9500,36016, 
 偿还债务支付的现金(万元),--,--,72332,31488,11038,15588,9338,18316, 
 分配股利、利润或偿付利息所支付的现金(万元),46928,22109,2803,9552,4931,4112,4075,4101, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,833,--,--,--,--,--, 
 筹资活动现金流出小计(万元),46928,22109,75968,41040,15969,19700,13413,22417, 
 筹资活动产生的现金流量净额(万元),-39517,-22109,21698,-17040,23531,-6700,-3913,13599, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-36623,-8133,59649,12573,3414,18914,-22872,9818, 
 加:期初现金及现金等价物余额(万元),98667,106799,47150,34578,31163,12249,35121,25303, 
 期末现金及现金等价物余额(万元),62044,98667,106799,47150,34578,31163,12249,35121, 
 净利润(万元),73516,65120,55597,45267,33059,30457,33234,22675, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),208,94,81,20,0,-21,6,-27, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),22360,22186,21814,16169,10473,10814,9437,6358, 
 无形资产摊销(万元),3074,3035,2984,2982,2977,2975,1952,1784, 
