 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),147768,167799,191731,223729,239543,243827,214860,197550, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),724,418,685,626,510,874,1038,903, 
 收到的其他与经营活动有关的现金(万元),6135,1930,4113,5901,4716,3892,4197,1486, 
 经营活动现金流入小计(万元),154627,170148,196528,230256,244768,248593,220094,199940, 
 购买商品、接受劳务支付的现金(万元),61913,74177,102323,120519,112520,131730,126452,114609, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),46334,50348,52064,56508,56567,56114,45984,35023, 
 支付的各项税费(万元),13932,14224,15591,19759,21454,21198,16713,15018, 
 支付的其他与经营活动有关的现金(万元),27055,22926,26941,29376,28928,27856,23928,17668, 
 经营活动现金流出小计(万元),149233,161675,196918,226161,219470,236899,213076,182319, 
 经营活动产生的现金流量净额(万元),5393,8473,-390,4095,25299,11694,7019,17621, 
 收回投资所收到的现金(万元),35997,--,--,--,--,2300,140,--, 
 取得投资收益所收到的现金(万元),1577,960,112,--,6,70,173,192, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),398,126,79,96,89,45,16,48, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,3643,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),37972,4729,191,96,95,2415,329,240, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2944,809,2712,1126,1022,2203,2209,4990, 
 投资所支付的现金(万元),8120,15722,15665,--,--,2300,215,1830, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1529,2000,--,155,309,300,161, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),11064,18060,20377,1126,1176,4812,2724,6981, 
 投资活动产生的现金流量净额(万元),26908,-13331,-20186,-1030,-1081,-2397,-2396,-6741, 
 吸收投资收到的现金(万元),1808,--,46604,490,--,--,--,1869, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,490,--,--,--,245, 
 取得借款收到的现金(万元),--,243,41375,71410,88338,115021,93962,132016, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),196,220,175,--,1644,770,3059,3321, 
 筹资活动现金流入小计(万元),2004,463,88154,71900,89983,115791,97021,137206, 
 偿还债务支付的现金(万元),--,454,56343,73969,114767,107646,97495,123983, 
 分配股利、利润或偿付利息所支付的现金(万元),5651,5655,609,2898,6812,6912,2497,14673, 
