 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),38162,34047,21290,18550,8872,3915, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),517,1081,1058,1400,4759,1694, 
 经营活动现金流入小计(万元),38679,35128,22348,19950,13631,5609, 
 购买商品、接受劳务支付的现金(万元),23092,11250,20578,18076,2820,16780, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3225,3002,2137,1774,1351,1063, 
 支付的各项税费(万元),3523,2548,1367,428,656,92, 
 支付的其他与经营活动有关的现金(万元),848,1004,853,1481,1682,2227, 
 经营活动现金流出小计(万元),30688,17804,24935,21759,6508,20161, 
 经营活动产生的现金流量净额(万元),7991,17324,-2587,-1809,7123,-14552, 
 收回投资所收到的现金(万元),30000,10600,14200,--,20000,800, 
 取得投资收益所收到的现金(万元),352,229,184,--,1124,1748, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,3263,184,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,8592, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),30354,14092,14568,0,21124,11139, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3077,2435,3139,1340,4351,5746, 
 投资所支付的现金(万元),30000,6600,18200,500,400,20800, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,5180, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),33077,9035,21339,1840,4751,31726, 
 投资活动产生的现金流量净额(万元),-2724,5057,-6771,-1840,16373,-20586, 
 吸收投资收到的现金(万元),--,1000,28760,18022,550,13425, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,11399,3675,23825, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),289,359,11,123,49,301, 
 筹资活动现金流入小计(万元),289,1359,28771,29544,4274,37551, 
 偿还债务支付的现金(万元),--,--,19252,20222,25385,8700, 
 分配股利、利润或偿付利息所支付的现金(万元),--,21,307,1563,2621,658, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),364,807,863,--,--,327, 
 筹资活动现金流出小计(万元),364,828,20421,21785,28006,9684, 
 筹资活动产生的现金流量净额(万元),-75,531,8349,7759,-23732,27867, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),5193,22912,-1009,4111,-236,-7272, 
 加:期初现金及现金等价物余额(万元),27576,4663,5672,1561,1797,9069, 
 期末现金及现金等价物余额(万元),32768,27576,4663,5672,1561,1797, 
 净利润(万元),14961,12254,4911,106,1310,1551, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),1507,575,1978,134,339,354, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2825,2720,2559,2338,1847,1312, 
 无形资产摊销(万元),43,43,59,46,45,212, 
 长期待摊费用摊销(万元),4,3,3,1,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),79,63,33,--,--,--, 
 固定资产报废损失(万元),42,10,170,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),--,21,307,1641,2695,1856, 
 投资损失(万元),-352,-229,-184,--,-815,-1648, 
 递延所得税资产减少(万元),-128,59,-265,-5,24,-78, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-789,-6542,-1133,-7822,-3211,-7719, 
 经营性应收项目的减少(万元),-11252,-1525,-13735,567,-536,-7318, 
