 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),81687,54144,44163,41363,40403,37351,41377, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),2233,1550,789,1326,1394,1480,1786, 
 收到的其他与经营活动有关的现金(万元),934,485,475,291,386,524,480, 
 经营活动现金流入小计(万元),84854,56179,45428,42980,42182,39355,43643, 
 购买商品、接受劳务支付的现金(万元),43759,27732,19739,23446,20764,19675,26612, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10076,8427,7535,6865,6170,5382,4616, 
 支付的各项税费(万元),4486,3320,2372,4605,2500,1950,2511, 
 支付的其他与经营活动有关的现金(万元),9987,7172,5806,5685,5680,5709,5179, 
 经营活动现金流出小计(万元),68309,46651,35452,40601,35114,32715,38917, 
 经营活动产生的现金流量净额(万元),16545,9528,9976,2379,7068,6640,4726, 
 收回投资所收到的现金(万元),--,--,--,--,--,136,--, 
 取得投资收益所收到的现金(万元),46,57,121,50,109,45,24, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,24,18,8,14410,22,37, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,68,--, 
 收到的其他与投资活动有关的现金(万元),--,282,58,1206,393,3549,3021, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),60,363,197,1265,14913,3820,3082, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14577,3938,3995,5261,5868,2286,2154, 
 投资所支付的现金(万元),--,--,--,--,--,--,881, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),7661,--,--,506,--,--,993, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22238,3938,3995,5767,5868,2286,4028, 
 投资活动产生的现金流量净额(万元),-22178,-3575,-3798,-4502,9045,1533,-946, 
 吸收投资收到的现金(万元),40390,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),11000,8650,5380,9618,13400,21767,24064, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),8413,7102,3285,8200,2660,3650,4564, 
 筹资活动现金流入小计(万元),59803,15752,8665,17818,16060,25417,28628, 
 偿还债务支付的现金(万元),8183,7893,7523,13941,16092,22632,26860, 
 分配股利、利润或偿付利息所支付的现金(万元),6363,4407,2158,3446,4403,5398,3096, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),10366,8514,5453,5490,3133,3986,3917, 
 筹资活动现金流出小计(万元),24912,20814,15133,22877,23628,32016,33873, 
 筹资活动产生的现金流量净额(万元),34891,-5062,-6468,-5059,-7568,-6599,-5246, 
 汇率变动对现金及现金等价物的影响(万元),181,-391,206,377,35,-30,-2, 
 现金及现金等价物净增加额(万元),29439,500,-86,-6805,8580,1544,-1468, 
 加:期初现金及现金等价物余额(万元),6271,5771,5857,12662,4082,2538,4006, 
 期末现金及现金等价物余额(万元),35711,6271,5771,5857,12662,4082,2538, 
 净利润(万元),12810,7602,3887,3759,14712,4297,3828, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),61,243,40,68,315,-698,-39, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2072,2039,1878,1664,1465,1315,1234, 
 无形资产摊销(万元),113,129,122,69,65,69,60, 
 长期待摊费用摊销(万元),80,68,63,47,46,37,7, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),218,462,245,37,-13652,8,42, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-63,63,--,0,65,-99,90, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),149,784,99,-26,691,1048,794, 
 投资损失(万元),483,-57,-121,-91,-52,-347,-102, 
 递延所得税资产减少(万元),-333,386,-361,46,-108,-18,12, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-1863,-3424,316,-581,122,1219,-1632, 
 经营性应收项目的减少(万元),-2353,-4461,631,-8,-1043,-2250,975, 
 经营性应付项目的增加(万元),5204,5973,3364,-2583,4441,2058,-833, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),-33,-279,-187,-24,--,--,289, 
 经营活动产生现金流量净额(万元),16545,9528,9976,2379,7068,6640,4726, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),35711,6271,5771,5857,12662,4082,2538, 
 现金的期初余额(万元),6271,5771,5857,12662,4082,2538,4006, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),29439,500,-86,-6805,8580,1544,-1468, 

