 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),154567,95612,30582,24611,27941,22679,25319,27096,21798,17699, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 收到的税费返还(万元),1474,1405,1508,806,764,547,533,808,895,541, 
 收到的其他与经营活动有关的现金(万元),2575,7256,629,732,1128,809,363,595,300,180, 
 经营活动现金流入小计(万元),158616,104272,32720,26149,29833,24034,26214,28498,22993,18420, 
 购买商品、接受劳务支付的现金(万元),21014,11054,9737,9936,8256,5469,10934,11044,9978,9734, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),52976,28545,8688,8538,7248,5979,5638,4944,3689,2628, 
 支付的各项税费(万元),13206,8855,4861,3583,4558,4592,4460,3268,2657,2009, 
 支付的其他与经营活动有关的现金(万元),40816,21644,6092,6199,6158,5286,5794,5361,3596,2183, 
 经营活动现金流出小计(万元),128012,70098,29378,28255,26219,21326,26826,24618,19919,16553, 
 经营活动产生的现金流量净额(万元),30604,34175,3342,-2106,3613,2708,-612,3881,3074,1867, 
 收回投资所收到的现金(万元),25950,3550,1470,--,--,700,503,--,221,14, 
 取得投资收益所收到的现金(万元),234,319,27,--,--,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),456,26,0,3,56,103,9,20,6,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,0,--,5,--, 
 收到的其他与投资活动有关的现金(万元),244,470,2400,16015,21682,28893,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),26884,4366,3897,16018,21739,29697,512,20,231,16, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15776,11182,3377,4664,5228,7354,3182,5338,4364,698, 
 投资所支付的现金(万元),23696,14000,2150,2000,20,--,1200,--,381,37, 
 质押贷款净增加额(万元),--,--,--,--,--,--,0,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),24710,37392,--,1031,191,--,0,--,519,--, 
 支付的其他与投资活动有关的现金(万元),56,2400,1422,--,15785,20989,28040,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),64238,64973,6949,7695,21225,28343,32422,5338,5264,735, 
 投资活动产生的现金流量净额(万元),-37355,-60608,-3052,8323,514,1353,-31909,-5318,-5033,-718, 
 吸收投资收到的现金(万元),5430,44197,--,--,--,300,37154,--,8594,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),436,60,--,--,--,300,0,--,--,--, 
 取得借款收到的现金(万元),7000,11100,3000,--,--,--,4500,4330,2000,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,70,--,--,0,--,--,--, 
 筹资活动现金流入小计(万元),12430,55297,3000,70,0,300,41654,4330,10594,500, 
 偿还债务支付的现金(万元),11200,2500,1000,--,--,--,7000,3730,500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1191,476,317,1264,3600,3000,228,925,3332,20, 
 其中：子公司支付给少数股东的股利、利润(万元),166,--,--,--,--,--,0,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,6042,135,110,720,--,804,--,--,--, 
 筹资活动现金流出小计(万元),12391,9017,1452,1374,4320,3000,8033,4656,3832,20, 
 筹资活动产生的现金流量净额(万元),39,46279,1548,-1304,-4320,-2700,33621,-325,6762,480, 
 汇率变动对现金及现金等价物的影响(万元),96,-38,25,33,4,14,2,-12,-3,0, 
 现金及现金等价物净增加额(万元),-6615,19808,1862,4945,-188,1376,1102,-1775,4800,1629, 
 加:期初现金及现金等价物余额(万元),36637,16829,14966,10021,10209,8833,7731,9506,4706,3077, 
 期末现金及现金等价物余额(万元),30022,36637,16829,14966,10021,10209,8833,7731,9506,4706, 
 净利润(万元),10521,16720,389,185,4789,4699,5782,5551,3967,2307, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),5486,1769,1682,1654,572,373,455,287,236,152, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3852,2848,1855,1570,1213,987,642,422,364,357, 
 无形资产摊销(万元),2541,1609,315,278,164,148,146,110,70,38, 
 长期待摊费用摊销(万元),2839,1309,21,20,26,40,33,26,4,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),747,43,9,0,-43,-9,-12,4,-2,--, 
 固定资产报废损失(万元),207,42,--,--,--,--,0,--,--,--, 
 公允价值变动损失(万元),--,23,--,--,--,--,0,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),443,2086,68,-232,-546,-746,107,269,29,40, 
 投资损失(万元),-496,-368,3,--,--,--,-3,--,29,--, 
 递延所得税资产减少(万元),-329,507,-777,-725,41,-83,-10,-116,-57,-115, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-3197,1949,2581,-4169,-1438,-149,532,-3254,-1258,-1285, 
 经营性应收项目的减少(万元),-3944,-12767,-2497,-5658,-2649,-2197,-4226,-4036,-3389,-1175, 
 经营性应付项目的增加(万元),11055,18210,-778,5167,1282,-556,-4253,4618,3081,1547, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),878,197,473,-196,203,201,195,--,--,--, 
 经营活动产生现金流量净额(万元),30604,34175,3342,-2106,3613,2708,-612,3881,3074,1867, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),30022,36637,16829,14966,10021,10209,8833,7731,9506,4706, 
 现金的期初余额(万元),36637,16829,14966,10021,10209,8833,7731,9506,4706,3077, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-6615,19808,1862,4945,-188,1376,1102,-1775,4800,1629, 

