 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),52730,28072,18655,13561,6743,5816, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),483,355,9,12,5,0, 
 收到的其他与经营活动有关的现金(万元),1255,1167,514,499,281,135, 
 经营活动现金流入小计(万元),54468,29594,19178,14072,7029,5951, 
 购买商品、接受劳务支付的现金(万元),22872,12020,6955,5527,1770,1332, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9775,7164,6206,3496,2549,1684, 
 支付的各项税费(万元),2649,2070,1505,1111,712,562, 
 支付的其他与经营活动有关的现金(万元),3155,2877,2237,1186,807,541, 
 经营活动现金流出小计(万元),38452,24130,16902,11320,5838,4119, 
 经营活动产生的现金流量净额(万元),16016,5464,2276,2752,1191,1832, 
 收回投资所收到的现金(万元),74500,--,198,5572,2000,6750, 
 取得投资收益所收到的现金(万元),641,--,25,35,25,53, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,3,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,66,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,450,350,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),75141,519,573,5607,2025,6803, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4844,4906,3826,970,948,623, 
 投资所支付的现金(万元),74108,11000,--,4869,2100,6850, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),99,--,2656,135,35,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,8,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),79051,15906,6482,5982,3083,7473, 
 投资活动产生的现金流量净额(万元),-3910,-15387,-5910,-375,-1059,-670, 
 吸收投资收到的现金(万元),--,19244,5020,3190,--,16, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),2952,30,380,50,800,600, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),2952,19274,5400,3240,800,616, 
 偿还债务支付的现金(万元),460,380,380,50,800,800, 
 分配股利、利润或偿付利息所支付的现金(万元),1567,6,51,1001,685,45, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2870,639,--,--,--,--, 
 筹资活动现金流出小计(万元),4897,1025,431,1051,1485,845, 
 筹资活动产生的现金流量净额(万元),-1945,18248,4969,2189,-685,-229, 
 汇率变动对现金及现金等价物的影响(万元),528,-374,352,165,-1,-36, 
 现金及现金等价物净增加额(万元),10690,7951,1688,4731,-554,896, 
 加:期初现金及现金等价物余额(万元),15756,7805,6118,1386,1941,1044, 
 期末现金及现金等价物余额(万元),26446,15756,7805,6118,1386,1941, 
 净利润(万元),13450,6779,3504,1986,2246,1825, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),525,252,399,21,79,-22, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1545,1184,818,416,344,306, 
 无形资产摊销(万元),145,48,37,8,6,5, 
 长期待摊费用摊销(万元),126,113,27,--,--,25, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,3,-3,11,--, 
 固定资产报废损失(万元),1,14,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,-10, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),-403,358,-346,-166,37,79, 
 投资损失(万元),14,68,-41,-14,-26,-6, 
 递延所得税资产减少(万元),-60,-90,-192,-40,-19,-4, 
 递延所得税负债增加(万元),-85,-13,-18,--,--,--, 
 存货的减少(万元),-2988,-4442,-3871,-1265,-1158,-480, 
 经营性应收项目的减少(万元),-765,-1076,-1168,-1756,-213,-270, 
 经营性应付项目的增加(万元),4512,2268,1757,1654,-122,390, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,1367,1912,7,-6, 
 经营活动产生现金流量净额(万元),16016,5464,2276,2752,1191,1832, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
