 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),30369,38549,33691,22202,16467,23236,24638,24038, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),811,1008,976,601,302,313,8,173, 
 收到的其他与经营活动有关的现金(万元),1914,1081,783,426,467,521,454,654, 
 经营活动现金流入小计(万元),33094,40638,35450,23230,17236,24071,25099,24865, 
 购买商品、接受劳务支付的现金(万元),13249,22632,17686,14104,7309,9276,11618,16231, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6725,7534,6245,5219,4367,4838,5387,4863, 
 支付的各项税费(万元),2496,1635,3086,1464,1007,1962,2203,1342, 
 支付的其他与经营活动有关的现金(万元),1593,1431,1798,1180,1292,1367,1453,1227, 
 经营活动现金流出小计(万元),24062,33232,28816,21966,13974,17442,20661,23663, 
 经营活动产生的现金流量净额(万元),9031,7406,6635,1264,3262,6628,4439,1202, 
 收回投资所收到的现金(万元),51626,47123,--,4049,5064,6069,8089,2029, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,2,3,46,28,1,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,14,--,151,715,100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),51627,47125,3,4109,5092,6221,8804,2131, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1484,2947,1712,1427,1086,1481,2143,2393, 
 投资所支付的现金(万元),44400,51846,14500,5285,4000,7617,8000,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),10036,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),55920,54792,16212,6713,5086,9098,10143,4393, 
 投资活动产生的现金流量净额(万元),-4293,-7668,-16209,-2603,5,-2877,-1339,-2261, 
 吸收投资收到的现金(万元),1183,--,21207,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,3384,3332,3039, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,300, 
 筹资活动现金流入小计(万元),1183,0,21207,0,0,3384,3332,3339, 
 偿还债务支付的现金(万元),--,--,--,--,--,6246,3509,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1644,1653,1240,1860,1550,1435,1145,715, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,1169,40,146,136,44,--, 
 筹资活动现金流出小计(万元),1644,1653,2409,1900,1696,7817,4697,715, 
 筹资活动产生的现金流量净额(万元),-461,-1653,18798,-1900,-1696,-4433,-1366,2624, 
 汇率变动对现金及现金等价物的影响(万元),719,-459,121,68,12,-79,-15,-53, 
 现金及现金等价物净增加额(万元),4996,-2374,9345,-3172,1583,-761,1719,1512, 
 加:期初现金及现金等价物余额(万元),15429,17803,8458,11630,10047,10808,9089,7577, 
 期末现金及现金等价物余额(万元),20425,15429,17803,8458,11630,10047,10808,9089, 
 净利润(万元),233,7980,6791,4394,2498,3537,4132,3738, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),5896,-421,403,603,251,94,331,83, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1257,1089,916,860,782,666,552,448, 
 无形资产摊销(万元),52,61,61,46,23,90,84,84, 
 长期待摊费用摊销(万元),82,156,142,101,63,107,87,104, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,1,57,92,3,0,0,2, 
 固定资产报废损失(万元),0,21,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),-379,455,-117,-64,-12,269,184,132, 
 投资损失(万元),-626,-523,--,-49,-64,-69,-89,-29, 
 递延所得税资产减少(万元),-1026,198,-131,-72,-17,-13,-150,-27, 
 递延所得税负债增加(万元),46,25,--,--,--,--,--,--, 
 存货的减少(万元),892,-1859,-1342,-2457,-751,2003,2630,-2613, 
 经营性应收项目的减少(万元),3109,1040,-2437,-4214,-138,1474,-2535,-847, 
 经营性应付项目的增加(万元),-505,-816,2292,2026,624,-1530,-786,126, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),9031,7406,6635,1264,3262,6628,4439,1202, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),20425,15429,17803,8458,11630,10047,10808,9089, 
 现金的期初余额(万元),15429,17803,8458,11630,10047,10808,9089,7577, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4996,-2374,9345,-3172,1583,-761,1719,1512, 

