 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),118131,125525,74750,87420,77958,83191,60049,47629,36934,26504,21286,17894,22604,15731,14133, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),1431,1514,1069,796,--,--,--,--,--,0,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1503,2331,3600,3576,2102,2119,2803,825,342,587,727,302,431,721,105, 
 经营活动现金流入小计(万元),121065,129370,79419,91791,80060,85310,62852,48455,37276,27090,22012,18195,23035,16452,14238, 
 购买商品、接受劳务支付的现金(万元),94537,97521,59626,67864,60027,70338,46855,38181,36311,17888,21191,15797,18420,12540,11353, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),13824,12437,10398,7570,6106,5793,4523,3236,2322,1686,1523,1363,2081,1511,925, 
 支付的各项税费(万元),3534,6640,4969,4571,2677,2857,2548,1602,1243,1163,703,1887,908,985,491, 
 支付的其他与经营活动有关的现金(万元),5451,4825,7083,3782,3279,4665,3487,1848,1308,1499,1070,2161,1213,946,785, 
 经营活动现金流出小计(万元),117347,121423,82077,83787,72089,83653,57413,44867,41184,22237,24486,21209,22621,15981,13554, 
 经营活动产生的现金流量净额(万元),3718,7947,-2658,8005,7970,1657,5439,3588,-3908,4853,-2474,-3013,414,471,684, 
 收回投资所收到的现金(万元),3606,4000,1000,149300,49250,78749,--,--,--,0,--,144,0,0,0, 
 取得投资收益所收到的现金(万元),396,499,243,--,239,706,187,183,--,0,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,530,304,345,587,21,98,13,1,10,--,23,23,0,23, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,--,415,873,--,--,--,0,--,0,-190,0,0, 
 收到的其他与投资活动有关的现金(万元),1031,1451,897,736,949,324,183,123,64,76,142,57,32,17,14, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 投资活动现金流入小计(万元),5033,6480,2444,150382,51440,80674,469,319,66,86,142,224,-135,17,37, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2556,2643,821,1552,3520,1711,2141,4018,2416,2188,1736,836,1017,108,123, 
 投资所支付的现金(万元),425,1840,--,156796,36404,94549,1343,3040,900,0,500,0,0,65,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),659,--,--,9767,--,2590,--,1224,--,0,--,0,0,-380,0, 
 支付的其他与投资活动有关的现金(万元),500,2400,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 投资活动现金流出小计(万元),4139,6883,821,168115,39925,98850,3484,8282,3316,2188,2236,836,1017,-207,123, 
 投资活动产生的现金流量净额(万元),894,-404,1623,-17733,11515,-18177,-3015,-7963,-3250,-2102,-2093,-613,-1153,224,-87, 
 吸收投资收到的现金(万元),727,1080,180,15292,5185,32970,--,794,2500,0,500,14371,4475,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),727,1080,180,4606,1605,--,--,794,--,0,--,0,0,0,0, 
 取得借款收到的现金(万元),10679,13937,15241,11790,16790,23767,25980,26354,15407,8600,5000,5500,3950,1100,2180, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),64,--,537,--,--,--,--,--,--,0,--,0,0,0,500, 
 筹资活动现金流入小计(万元),11470,15017,15958,27082,21975,56737,25980,27148,17907,8600,5500,19871,8425,1100,2680, 
 偿还债务支付的现金(万元),14402,17855,10692,16890,19201,23484,27502,15698,11307,7500,5500,3000,4430,1200,1100, 
 分配股利、利润或偿付利息所支付的现金(万元),1403,1999,5124,3161,1996,2653,1324,842,1047,224,1069,456,193,187,1372, 
 其中：子公司支付给少数股东的股利、利润(万元),520,212,107,348,--,--,--,--,--,0,--,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),998,3745,1739,1447,--,187,--,--,--,0,335,6,25,513,2, 
 筹资活动现金流出小计(万元),16803,23599,17554,21498,21197,26324,28826,16540,12354,7724,6904,3462,4647,1900,2473, 
 筹资活动产生的现金流量净额(万元),-5334,-8582,-1596,5584,778,30413,-2846,10608,5553,876,-1404,16409,3778,-800,207, 
 汇率变动对现金及现金等价物的影响(万元),4,-0,1,5,--,--,-7,2,2,0,--,0,0,0,0, 
 现金及现金等价物净增加额(万元),-717,-1039,-2630,-4139,20264,13894,-429,6234,-1603,3627,-5971,12783,3039,-105,804, 
 加:期初现金及现金等价物余额(万元),45569,46608,49238,53377,33113,19220,19648,13414,15017,11390,17360,4577,1539,1644,840, 
 期末现金及现金等价物余额(万元),44851,45569,46608,49238,53377,33113,19220,19648,13414,15017,11390,17360,4577,1539,1644, 
 净利润(万元),-29973,3178,4847,11466,6183,4445,2057,-469,1573,1607,1301,2482,2429,1710,1260, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 资产减值准备(万元),28088,1328,1764,1098,401,-1153,207,2027,-9,269,217,379,128,167,91, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2135,1571,1313,1128,872,844,702,283,246,220,142,41,77,99,76, 
 无形资产摊销(万元),579,549,544,270,6,5,3,--,--,0,--,0,104,101,106, 
 长期待摊费用摊销(万元),106,100,89,65,32,24,4,--,--,0,--,0,25,24,26, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,-119,-13,-60,-46,-4,11,-1,--,0,--,3,5,0,0, 
 固定资产报废损失(万元),0,--,--,--,86,5,--,--,4,5,--,0,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 财务费用(万元),721,619,619,585,8,1124,1166,753,181,150,138,188,161,170,111, 
 投资损失(万元),914,-252,-506,-486,-291,-387,-644,-320,42,-24,-53,-88,-36,-19,-29, 
 递延所得税资产减少(万元),-1054,-228,-456,-167,-247,17,202,-323,-45,-57,44,-136,-22,-19,-33, 
 递延所得税负债增加(万元),-65,-65,-65,-33,--,--,--,--,--,0,0,0,0,0,0, 
 存货的减少(万元),9078,12572,-10461,-21850,-3215,-13327,-4670,-1880,-1336,1831,-4490,-3099,-1087,-3887,-3097, 
 经营性应收项目的减少(万元),-7482,-4580,-13367,-12372,-4795,1636,3835,-3622,-4851,-1408,1314,-4186,687,-1912,741, 
 经营性应付项目的增加(万元),672,-3398,13455,26803,7847,8292,2243,7202,288,2259,-1089,1402,-2058,4037,1432, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 其他(万元),--,-3327,-422,1557,1130,137,324,-62,--,0,--,0,0,0,0, 
 经营活动产生现金流量净额(万元),3718,7947,-2658,8005,7970,1657,5439,3588,-3908,4853,-2474,-3013,414,471,684, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 现金的期末余额(万元),44851,45569,46608,49238,28577,33113,19220,19648,13414,15017,11390,17360,4577,1539,1644, 
 现金的期初余额(万元),45569,46608,49238,28577,33113,19220,19648,13414,15017,11390,17360,4577,1539,1644,840, 
 现金等价物的期末余额(万元),--,--,--,--,24800,--,--,--,--,0,--,0,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,24800,--,--,--,--,--,0,--,0,0,0,0, 
 现金及现金等价物的净增加额(万元),-717,-1039,-2630,-4139,20264,13894,-429,6234,-1603,3627,-5971,12783,3039,-105,804, 

