 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),172137,91752,39868,44116,25463,20924,11795, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),7417,9949,3897,14058,7994,6248,8692, 
 经营活动现金流入小计(万元),179554,101700,43765,58174,33457,27171,20487, 
 购买商品、接受劳务支付的现金(万元),19860,15298,9809,6401,5678,7742,4765, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15829,10878,8400,7578,7198,6615,5575, 
 支付的各项税费(万元),16305,6725,4040,2792,1723,1916,2157, 
 支付的其他与经营活动有关的现金(万元),93913,53401,13684,13618,7652,8260,7465, 
 经营活动现金流出小计(万元),145906,86302,35933,30388,22251,24533,19962, 
 经营活动产生的现金流量净额(万元),33648,15398,7832,27785,11206,2638,525, 
 收回投资所收到的现金(万元),10000,--,--,--,350,--,--, 
 取得投资收益所收到的现金(万元),677,188,77,268,151,144,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),79,3,--,3,0,--,0, 
