 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),322698,209196,214283,216599,210765,139122,124829, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),5264,1448,484,537,1665,62,117, 
 收到的其他与经营活动有关的现金(万元),6208,4487,2967,5706,1521,1598,9530, 
 经营活动现金流入小计(万元),334170,215131,217734,222843,213951,140782,134476, 
 购买商品、接受劳务支付的现金(万元),134331,98073,92924,95935,87634,59939,65511, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),90126,70292,57730,45791,40527,28766,25582, 
 支付的各项税费(万元),27545,26339,26242,26333,17275,12275,17511, 
 支付的其他与经营活动有关的现金(万元),39258,23697,25484,17823,17855,13658,11229, 
 经营活动现金流出小计(万元),291260,218400,202380,185883,163292,114639,119833, 
 经营活动产生的现金流量净额(万元),42910,-3269,15354,36960,50659,26144,14643, 
 收回投资所收到的现金(万元),200170,97569,5750,5100,--,1000,500, 
 取得投资收益所收到的现金(万元),8160,3799,10924,13061,7810,3883,6255, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),91,61,65,152,24,192,91, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,315,1876,1305,--,--,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),208421,101744,18614,19618,7834,5075,7346, 
