 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),926973,795087,647352,447582,390337, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),29723,12053,5867,5913,5977, 
 收到的其他与经营活动有关的现金(万元),26125,30761,27013,9202,8034, 
 经营活动现金流入小计(万元),982821,837901,680232,462697,404348, 
 购买商品、接受劳务支付的现金(万元),385824,331456,251123,200023,149860, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),277823,208590,168038,118298,124179, 
 支付的各项税费(万元),48805,32152,25212,13996,16106, 
 支付的其他与经营活动有关的现金(万元),106327,86342,60180,56520,42949, 
 经营活动现金流出小计(万元),818779,658540,504552,388838,333093, 
 经营活动产生的现金流量净额(万元),164043,179361,175679,73860,71255, 
 收回投资所收到的现金(万元),7995,119718,--,108267,47655, 
 取得投资收益所收到的现金(万元),10486,5712,3501,10694,9992, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),947,567,12406,9465,252, 
 处置子公司及其他营业单位收到的现金净额(万元),2379,--,14462,2289,--, 
 收到的其他与投资活动有关的现金(万元),--,24601,368158,86508,29937, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),21806,150598,398527,217224,87835, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),224889,136328,95768,92883,64816, 
 投资所支付的现金(万元),312211,30323,74279,18645,41436, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),12372,85121,96488,3358,--, 
 支付的其他与投资活动有关的现金(万元),--,11257,152623,195666,88389, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),549472,263029,419158,310552,194641, 
 投资活动产生的现金流量净额(万元),-527666,-112431,-20631,-93328,-106806, 
 吸收投资收到的现金(万元),925206,3142,207769,48624,2768, 
 其中：子公司吸收少数股东投资收到的现金(万元),2587,3142,36879,48624,2768, 
 取得借款收到的现金(万元),146553,162216,90993,44088,129293, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1478,2907,114982,14762, 
 筹资活动现金流入小计(万元),1071759,166836,301668,207694,146823, 
 偿还债务支付的现金(万元),298358,48700,62254,140886,63567, 
 分配股利、利润或偿付利息所支付的现金(万元),10255,5914,118374,4290,1383, 
 其中：子公司支付给少数股东的股利、利润(万元),1921,1883,113773,813,--, 
 支付其他与筹资活动有关的现金(万元),64730,179638,133808,19667,16226, 
 筹资活动现金流出小计(万元),373343,234253,314436,164843,81176, 
 筹资活动产生的现金流量净额(万元),698416,-67417,-12767,42851,65647, 
 汇率变动对现金及现金等价物的影响(万元),-5638,-3628,8242,2993,2103, 
 现金及现金等价物净增加额(万元),329155,-4115,150523,26376,32198, 
 加:期初现金及现金等价物余额(万元),246614,250730,100207,73831,41633, 
 期末现金及现金等价物余额(万元),575769,246614,250730,100207,73831, 
 净利润(万元),233368,129672,112097,68378,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),1253,14096,3092,3134,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),50066,36500,30987,29884,--, 
 无形资产摊销(万元),4375,3778,3511,2809,--, 
 长期待摊费用摊销(万元),10536,7516,5478,6068,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-133,1772,539,578,--, 
 固定资产报废损失(万元),1170,--,--,--,--, 
 公允价值变动损失(万元),-60644,-68,71,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),11075,12882,-5304,-1263,--, 
 投资损失(万元),-7964,-3979,227,-29043,--, 
 递延所得税资产减少(万元),-602,-19555,2043,-3261,--, 
 递延所得税负债增加(万元),847,445,2590,-1610,--, 
 存货的减少(万元),-22624,-21476,-26130,-2439,--, 
 经营性应收项目的减少(万元),-93808,-33352,11339,-53003,--, 
 经营性应付项目的增加(万元),32728,50277,32527,24734,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),4399,--,--,--,--, 
 经营活动产生现金流量净额(万元),164043,179361,175679,73860,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),575769,246614,250730,100207,73831, 
 现金的期初余额(万元),246614,250730,100207,73831,41633, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),329155,-4115,150523,26376,32198, 

