 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),228826,171519,127104,103912,79102,60386,47508,50221,37108,29628,31745,23649, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),24037,10243,7618,6149,3791,5616,3810,3929,2170,1367,2342,919, 
 收到的其他与经营活动有关的现金(万元),4149,2757,1292,629,867,695,1568,1549,1187,219,148,115, 
 经营活动现金流入小计(万元),257012,184520,136014,110691,83760,66697,52887,55699,40465,31213,34236,24682, 
 购买商品、接受劳务支付的现金(万元),173690,124542,91256,74834,56890,46285,36448,42843,35318,22365,21356,18390, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),39537,28769,22508,19176,15768,13020,9879,8387,5961,3757,3543,2699, 
 支付的各项税费(万元),7898,5999,4770,2797,2330,1460,1160,1093,913,638,466,374, 
 支付的其他与经营活动有关的现金(万元),6729,6626,4878,5174,4010,3273,2745,2197,2772,1938,1773,1460, 
 经营活动现金流出小计(万元),227853,165937,123413,101982,78998,64037,50232,54520,44964,28696,27137,22923, 
 经营活动产生的现金流量净额(万元),29159,18583,12601,8709,4762,2660,2655,1179,-4499,2516,7099,1759, 
 收回投资所收到的现金(万元),7000,10000,70000,46210,10000,--,--,25,--,0,0,0, 
 取得投资收益所收到的现金(万元),68,79,572,528,378,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,12,26,--,12,--,36,46,2,16,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),1384,200,--,1968,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,850,--,--,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),8468,10291,71448,48706,10391,0,36,71,2,16,0,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27634,12046,5350,1486,3629,1965,6893,13235,7275,925,2722,1291, 
 投资所支付的现金(万元),16212,2202,69600,61000,11330,5100,--,--,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),16341,--,57,1050,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),512,242,--,255,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),60698,14489,75008,63791,14959,7065,6893,13235,7275,925,2722,1291, 
 投资活动产生的现金流量净额(万元),-52231,-4198,-3560,-15085,-4569,-7065,-6857,-13163,-7272,-909,-2722,-1290, 
 吸收投资收到的现金(万元),10416,7854,46,--,15074,146,--,250,55678,90,0,0, 
