 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),54325,173734,242551,188113,205344,386905,325350,274631,225501,184024,227947,204013,179815,171663,154365, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),2088,--,--,--,--,276,386,577,1071,1187,1847,2237,2451,2632,3090, 
 收到的其他与经营活动有关的现金(万元),4914,6909,9122,9978,5699,41610,24622,21606,5039,4580,3051,2166,1921,2428,1412, 
 经营活动现金流入小计(万元),61327,180643,251673,198090,211042,428790,350357,296814,231611,189791,232845,208416,184187,176722,158867, 
 购买商品、接受劳务支付的现金(万元),74752,117211,167954,135907,194939,374245,327160,265016,229000,181824,208088,187761,163447,159456,153509, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),6644,10380,11663,10469,10582,10399,9530,9091,8928,5708,6355,5190,4694,3320,2403, 
 支付的各项税费(万元),9941,13213,24496,27039,18034,3907,3805,2564,1422,1219,1475,692,1166,343,298, 
 支付的其他与经营活动有关的现金(万元),12310,6282,42473,6230,8690,17999,18200,13562,7584,7165,7136,7199,7207,6340,6329, 
 经营活动现金流出小计(万元),103646,147086,246586,179645,232245,406550,358696,290234,246935,195916,223055,200841,176514,169459,162539, 
 经营活动产生的现金流量净额(万元),-42319,33557,5087,18446,-21203,22240,-8339,6580,-15324,-6125,9791,7574,7673,7263,-3672, 
 收回投资所收到的现金(万元),250,8862,179,--,--,--,--,7350,--,0,--,0,100,0,350, 
 取得投资收益所收到的现金(万元),200,--,--,--,--,26,14,225,204,21,23,0,4,0,24, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,2,1,0,185,120,199,26,190,45,33,9,1400,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,0,618,--,2324,0,--,1529,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,2990,0,--,--,0,--,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 投资活动现金流入小计(万元),451,8862,181,1,0,3201,753,7774,2553,211,68,1561,113,1400,374, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,1139,347,5757,1525,5182,11108,5219,10628,8417,6474,5259,9559,10916,8059, 
 投资所支付的现金(万元),670,3582,11038,23966,--,1140,--,82,65,12040,4500,449,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),344,--,--,--,--,0,0,--,--,6503,1200,694,--,0,293, 
 支付的其他与投资活动有关的现金(万元),25000,3605,--,--,--,0,0,--,--,0,--,615,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 投资活动现金流出小计(万元),26014,8326,11385,29722,1525,6322,11108,5301,10693,26960,12174,7017,9559,10916,8352, 
 投资活动产生的现金流量净额(万元),-25563,536,-11204,-29721,-1525,-3122,-10355,2473,-8140,-26749,-12106,-5456,-9446,-9515,-7978, 
 吸收投资收到的现金(万元),--,--,--,19600,120,800,--,--,17200,0,12,27207,784,2147,1410, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,19600,120,800,--,--,5160,0,--,0,784,2147,1410, 
 取得借款收到的现金(万元),7483,45000,25000,40000,58594,113523,127331,88194,92625,79120,52039,38690,41350,22790,18291, 
 发行债券收到的现金(万元),--,80000,40000,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,2171,--,--,--,0,0,--,--,0,--,0,260,229,291, 
 筹资活动现金流入小计(万元),7483,127171,65000,59600,58714,114323,127331,88194,109825,79120,52051,65897,42394,25166,19992, 
 偿还债务支付的现金(万元),10000,100000,48000,40500,20094,127387,106129,86666,84913,56089,61300,32720,33630,22814,0, 
 分配股利、利润或偿付利息所支付的现金(万元),239,12965,9863,8406,1844,9087,8438,4564,3104,1868,4031,3133,4697,1197,545, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,3840,1200,--,--,0,--,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),2922,732,232,100,18102,0,0,--,--,0,33,0,0,0,0, 
 筹资活动现金流出小计(万元),13161,113696,58095,49005,40039,136474,114567,91230,88016,57957,65364,35853,38327,24011,545, 
 筹资活动产生的现金流量净额(万元),-5678,13475,6905,10595,18675,-22151,12764,-3036,21808,21162,-13313,30044,4067,1155,19447, 
 汇率变动对现金及现金等价物的影响(万元),1986,-3555,479,1144,154,--,--,--,-0,0,57,-37,--,0,0, 
 现金及现金等价物净增加额(万元),-71574,44012,1267,464,-3899,-3032,-5930,6017,-1655,-11712,-15571,32126,2294,-1097,7797, 
 加:期初现金及现金等价物余额(万元),72349,28337,27070,26607,30506,15520,21450,15433,17088,28800,44372,12245,9951,11048,3251, 
 期末现金及现金等价物余额(万元),776,72349,28337,27070,26607,12487,15520,21450,15433,17088,28800,44372,12245,9951,11048, 
 净利润(万元),-180889,76098,73703,57728,47580,-3368,1741,8786,-3219,607,885,4552,3702,1490,3673, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,--,69,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 资产减值准备(万元),168279,11916,2315,2703,867,369,768,2572,33,618,-244,112,133,18,54, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),131,544,383,270,284,4286,4286,4319,3824,3108,3124,2201,1526,978,514, 
 无形资产摊销(万元),61,148,88,93,44,475,429,412,438,321,343,196,168,92,47, 
 长期待摊费用摊销(万元),277,1047,730,397,260,7,0,15,6,18,11,3,3,3,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,2,6,4,798,123,29,4,-52,6,-16,40,7,25, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,0,--,8,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,-246,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 财务费用(万元),6740,5075,3173,2851,1837,4420,4064,4152,3104,1868,3052,2266,1707,1197,519, 
 投资损失(万元),2234,-474,215,104,--,-26,-391,-3075,-1032,-21,-23,-65,-4,0,-24, 
 递延所得税资产减少(万元),3163,-1856,-425,-541,-186,171,-31,-532,5,4,7,19,1,12,-52, 
 递延所得税负债增加(万元),--,--,--,--,--,345,1132,653,--,0,0,0,0,0,0, 
 存货的减少(万元),5955,153,-37324,-2474,-11357,-3953,-14038,16451,-22188,-14591,2114,4116,-1819,2719,-8810, 
 经营性应收项目的减少(万元),-49069,-69745,-80031,-36874,-71337,22985,-14890,-34994,542,1890,4064,-3137,1691,-779,-1811, 
 经营性应付项目的增加(万元),799,10651,42257,-5817,10802,-3396,8468,7793,3160,204,-3302,-2751,524,1527,2192, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 其他(万元),--,--,--,--,--,-874,--,--,--,0,--,0,0,0,0, 
 经营活动产生现金流量净额(万元),-42319,33557,5087,18446,-21203,22240,-8339,6580,-15324,-6025,9791,7574,7673,7263,-3672, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 现金的期末余额(万元),776,72349,28337,27070,26607,12487,15520,21450,15433,17088,28800,44372,12245,9951,11048, 
 现金的期初余额(万元),72349,28337,27070,26607,30506,15520,21450,15433,17088,28800,44372,12245,9951,11048,3251, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0,0, 
 现金及现金等价物的净增加额(万元),-71574,44012,1267,464,-3899,-3032,-5930,6017,-1655,-11712,-15571,32126,2294,-1097,7797, 

