 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),18153,16308,15883,9774,6342,5764,4855, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),239,226,88,143,34,--,15, 
 收到的其他与经营活动有关的现金(万元),1431,1643,493,892,334,788,455, 
 经营活动现金流入小计(万元),19823,18176,16464,10809,6709,6553,5325, 
 购买商品、接受劳务支付的现金(万元),11285,10538,9078,6479,3271,3754,2893, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3172,2344,1793,1659,1468,1328,813, 
 支付的各项税费(万元),1935,1435,1392,1048,793,640,583, 
 支付的其他与经营活动有关的现金(万元),2510,2872,1716,1401,590,950,732, 
 经营活动现金流出小计(万元),18903,17189,13979,10588,6122,6672,5022, 
 经营活动产生的现金流量净额(万元),920,987,2486,222,588,-120,303, 
 收回投资所收到的现金(万元),40250,--,--,6975,8750,12361,16040, 
 取得投资收益所收到的现金(万元),259,--,--,25,54,80,115, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,3,--,--,--,1,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),40509,3,0,7000,8803,12442,16155, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5194,2305,904,1150,1257,795,795, 
 投资所支付的现金(万元),30650,15000,--,6975,6560,12373,15099, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,13,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),35844,17305,904,8125,7817,13181,15894, 
 投资活动产生的现金流量净额(万元),4665,-17302,-904,-1124,986,-739,262, 
 吸收投资收到的现金(万元),--,16375,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1500,5726,3382,1441,800,390,10, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),1500,22101,3382,1441,800,390,10, 
 偿还债务支付的现金(万元),1150,3032,1955,501,500,200,--, 
 分配股利、利润或偿付利息所支付的现金(万元),782,122,111,41,23,10,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),181,834,--,--,--,--,--, 
 筹资活动现金流出小计(万元),2113,3987,2066,542,523,210,0, 
 筹资活动产生的现金流量净额(万元),-613,18114,1316,900,277,180,10, 
 汇率变动对现金及现金等价物的影响(万元),-8,-3,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),4963,1797,2898,-3,1850,-678,575, 
 加:期初现金及现金等价物余额(万元),6924,5127,2229,2233,382,1060,486, 
 期末现金及现金等价物余额(万元),11888,6924,5127,2229,2233,382,1060, 
 净利润(万元),4733,4287,3226,2425,1915,2013,1621, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),416,297,-52,96,234,202,82, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),570,478,383,319,227,121,76, 
 无形资产摊销(万元),115,71,23,23,16,10,6, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),14,1,--,0,--,3,-2, 
 固定资产报废损失(万元),0,1,0,4,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,-2,-3, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),213,140,113,43,23,10,--, 
 投资损失(万元),-247,--,--,-25,-79,-94,-103, 
 递延所得税资产减少(万元),-64,-63,8,-6,-31,-27,-15, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-333,-12,-1730,-33,-263,-346,-579, 
 经营性应收项目的减少(万元),-8960,-5645,-1372,-3956,-3233,-2625,-2527, 
 经营性应付项目的增加(万元),4462,1431,1886,1330,1779,613,1747, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),920,987,2486,222,588,-120,303, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),11888,6924,5127,2229,2233,382,1060, 
 现金的期初余额(万元),6924,5127,2229,2233,382,1060,486, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4963,1797,2898,-3,1850,-678,575, 

