 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),365801,336623,227256,295361,353828,103341,75194,106616,130759,130866,104963,80501,78464,78178, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 收到的税费返还(万元),--,--,--,--,106,--,2,105,--,957,693,632,438,350, 
 收到的其他与经营活动有关的现金(万元),38542,76384,27373,36365,57829,14241,3980,3379,3873,9894,9423,7253,8818,6461, 
 经营活动现金流入小计(万元),404343,413007,254629,331726,411763,117582,79175,110100,134632,141718,115078,88386,87720,84988, 
 购买商品、接受劳务支付的现金(万元),329160,252888,176057,268726,281753,72608,46491,83436,106436,112398,91282,67983,65661,63267, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),15572,28030,29514,11459,11719,7102,6556,5763,5536,5460,4550,3949,3422,2294, 
 支付的各项税费(万元),23574,22461,28284,20240,44478,28428,15268,10209,12212,6970,5355,3898,3913,2395, 
