 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),2344132,2075696,1774499,1491863,1634781,1278143,1143329,993255,523372,257956,210348,140839,79483,78676, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,61,--,202,--,--,30,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),50016,10851,10585,6435,9768,4271,3421,19327,650,1712,637,57,--,23, 
 经营活动现金流入小计(万元),2394148,2086546,1785083,1498358,1644549,1282616,1146750,1012581,524052,259668,210985,140896,79483,78699, 
 购买商品、接受劳务支付的现金(万元),2138725,1897517,1680568,1332815,1412794,1239410,1157888,989116,608341,296826,176597,103625,87845,68975, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),51259,44944,42022,43280,41016,38527,31318,23020,13804,11429,9758,4573,3104,2774, 
 支付的各项税费(万元),25520,18763,9883,12406,12843,12792,15925,14665,8631,5314,10993,5234,4785,2897, 
 支付的其他与经营活动有关的现金(万元),62938,55786,26631,22127,20550,28889,18987,9502,32582,11053,6801,1657,1290,1143, 
 经营活动现金流出小计(万元),2278442,2017010,1759105,1410628,1487202,1319618,1224118,1036303,663358,324622,204149,115089,97025,75790, 
 经营活动产生的现金流量净额(万元),115706,69536,25978,87731,157346,-37002,-77368,-23722,-139306,-64954,6836,25807,-17543,2909, 
 收回投资所收到的现金(万元),4342,10,406,182,1161,--,--,--,--,--,--,--,170,--, 
 取得投资收益所收到的现金(万元),1188,1300,133,559,118,264,80,--,--,--,--,--,27,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),116,199,142,137,693,41,17,--,16,--,1,393,123,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,43,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),327,394,778,13513,8646,3100,2850,--,1000,--,--,113,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5973,1903,1460,14434,10618,3405,2947,0,1016,--,1,506,320,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),84261,39257,57556,62063,35122,71696,61161,80424,61314,70824,23729,12912,2459,1849, 
 投资所支付的现金(万元),6042,7570,6643,--,--,5600,600,11103,--,92,6024,2081,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2467,413,14300,1034,--,--,--,--,--,913,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),92771,47241,78498,63097,35122,77296,61761,91527,61314,71829,29753,14992,2459,1849, 
 投资活动产生的现金流量净额(万元),-86797,-45338,-77039,-48663,-24504,-73891,-58814,-91527,-60298,-71829,-29752,-14487,-2139,-1848, 
