 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),126863,187242,116368,104245,95183,89001,103831,91416,79478,54425,51227,75475,65395, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),2868,3213,2415,2113,1898,2196,2227,2961,2333,1290,1486,2654,2381, 
 收到的其他与经营活动有关的现金(万元),11715,4263,3582,4836,2910,7674,9954,1433,674,643,2058,560,87, 
 经营活动现金流入小计(万元),141446,194718,122365,111194,99990,98871,116011,95810,82485,56359,54772,78689,67863, 
 购买商品、接受劳务支付的现金(万元),76225,121906,43150,44214,52295,60746,84633,71595,57194,38658,30399,47694,42070, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),28497,26399,24289,21049,21099,19028,19825,15373,11159,7830,7475,8502,7294, 
 支付的各项税费(万元),3602,3397,2492,2236,1839,3584,1394,1818,1094,1441,1699,1634,1118, 
 支付的其他与经营活动有关的现金(万元),7483,10682,9225,5490,3363,6032,8633,3304,2289,2186,1678,1871,1570, 
 经营活动现金流出小计(万元),115808,162384,79156,72988,78596,89391,114485,92090,71736,50114,41251,59701,52053, 
