 报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),11080,8553,6623,9545,6358,7557,7158,6488,6526,7155,7742, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,0,--,--,0,0, 
 收到的其他与经营活动有关的现金(万元),178,2535,547,734,519,1139,2202,75,1630,1213,51, 
 经营活动现金流入小计(万元),11258,11087,7169,10279,6877,8696,9360,6563,8156,8367,7793, 
 购买商品、接受劳务支付的现金(万元),6654,2430,1485,1382,1615,1755,1170,967,1343,1446,2072, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),3164,2586,2286,1885,1560,1790,1623,1265,1162,957,1097, 
 支付的各项税费(万元),1128,878,845,896,944,1066,990,1117,1187,720,1101, 
 支付的其他与经营活动有关的现金(万元),3335,803,2107,1833,1378,963,2517,3098,2193,2388,2314, 
 经营活动现金流出小计(万元),14281,6697,6723,5997,5497,5573,6300,6447,5884,5511,6583, 
 经营活动产生的现金流量净额(万元),-3023,4390,446,4282,1380,3122,3060,117,2272,2857,1210, 
 收回投资所收到的现金(万元),--,--,12200,6185,2315,4050,0,--,3,0,0, 
 取得投资收益所收到的现金(万元),--,--,14,422,51,1418,2,4,--,10,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,15,4,--,--,120,0,--,0,577, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,0,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,0,--,--,0,0, 
 投资活动现金流入小计(万元),0,0,12229,6611,2366,5468,122,4,3,10,577, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),110,502,808,11897,480,1200,625,227,207,623,4875, 
 投资所支付的现金(万元),--,--,12200,--,6500,6050,0,510,--,0,0, 
