 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),7888419,6864989,5383825,3836756,4434910,4585421,3553597,2617713,2022093,1437019,864663,653243,683700,602025, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),61448,54975,34196,29528,41924,44387,29191,37097,47959,21248,13544,9179,9917,9744, 
 收到的其他与经营活动有关的现金(万元),219849,357826,119772,85284,121850,120330,54254,65088,177356,93010,39017,44427,109549,76372, 
 经营活动现金流入小计(万元),8193779,7298971,5537793,3996937,4598684,4750138,3637043,2719898,2247409,1551276,917225,706849,803167,688142, 
 购买商品、接受劳务支付的现金(万元),6451674,6845937,3963407,3096784,4228104,3860430,2478897,2016809,1727233,1175643,633781,662031,498234,254158, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,99111,--,65944,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),620445,553690,366755,321177,307260,262288,238598,207268,153183,89673,74728,55622,65159,68131, 
 支付的各项税费(万元),789506,574656,416347,361947,389407,332700,314163,302164,212342,119315,96892,59611,26197,34509, 
 支付的其他与经营活动有关的现金(万元),836417,510141,341798,282292,223586,350704,174310,307235,490252,147471,38125,31158,168623,254738, 
 经营活动现金流出小计(万元),8698042,8484424,5187418,4062200,5214301,4806122,3205967,2833476,2583009,1532101,843526,808421,758213,611535, 
 经营活动产生的现金流量净额(万元),-504263,-1185452,350375,-65264,-615617,-55984,431076,-113578,-335600,19175,73700,-101573,44954,76607, 
 收回投资所收到的现金(万元),3530,70063,109418,50000,--,--,5,1203,10911,2457,20,103000,0,0, 
 取得投资收益所收到的现金(万元),32217,24030,7874,484,129,563,1947,133,62,349,200,0,44,139, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16591,49958,133795,2330,19826,19031,12711,59672,81109,10746,2800,16283,3428,4375, 
 处置子公司及其他营业单位收到的现金净额(万元),--,63489,1374,--,--,1215,788,--,--,0,0,0,47,0, 
 收到的其他与投资活动有关的现金(万元),1139954,776878,660,14259,40236,374,499,--,--,105063,930,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流入小计(万元),1192292,984418,253120,67073,60191,21183,15950,61009,92082,118614,3950,119283,3519,4514, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),245313,188225,333518,181618,174596,343770,352822,259956,565435,258848,255533,54298,80084,82946, 
 投资所支付的现金(万元),35756,26224,550,1602,--,50000,2517,355,1000,20806,12961,8095,5714,23493, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),424854,21084,185424,19653,--,-759,--,42468,430183,0,0,48138,0,3880, 
 支付的其他与投资活动有关的现金(万元),1324763,818844,136128,4900,47285,--,--,--,--,0,2246,14442,103000,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流出小计(万元),2030685,1054377,655620,207774,221881,393011,355339,302779,996617,279653,270739,124973,188798,110319, 
 投资活动产生的现金流量净额(万元),-838393,-69959,-402500,-140701,-161690,-371828,-339388,-241770,-904535,-161039,-266790,-5690,-185279,-105805, 
 吸收投资收到的现金(万元),95300,10413,3923,469618,402191,238075,40955,2675,1195,582804,260772,28101,49927,58203, 
 其中：子公司吸收少数股东投资收到的现金(万元),95300,10413,3923,5468,124267,238075,40955,2914,1195,1245,8325,27943,0,0, 
 取得借款收到的现金(万元),6086905,4619827,3848556,2170582,1931855,1755184,1553524,1724698,1939759,755615,581996,559949,329005,139943, 
 发行债券收到的现金(万元),2897200,2175562,1399200,1199000,--,450000,300000,--,--,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,35726,--,2500,1162413,--,--,--,51018,0,0,0,0,0, 
 筹资活动现金流入小计(万元),9079405,6841527,5251678,3841700,3496459,2443259,1894479,1727373,1991973,1338418,842768,588050,378932,198146, 
 偿还债务支付的现金(万元),6289207,5156459,4076027,1942978,1988289,1558031,1947747,1183224,784909,721490,583729,432367,178565,143783, 
 分配股利、利润或偿付利息所支付的现金(万元),710337,541743,303672,279168,230349,185501,195180,173310,90894,54531,42915,30400,17277,14105, 
 其中：子公司支付给少数股东的股利、利润(万元),6334,14166,995,10527,3713,5956,1821,5247,1878,50,2,1003,0,0, 
 支付其他与筹资活动有关的现金(万元),371866,410522,134676,940000,439084,40966,--,5817,--,0,0,0,0,0, 
 筹资活动现金流出小计(万元),7671411,6108724,4514375,3162146,2657722,1784498,2142927,1362350,875803,776021,626644,462766,195842,157888, 
 筹资活动产生的现金流量净额(万元),1407994,732803,737303,679554,838736,658762,-248448,365023,1116169,562397,216125,125284,183090,40258, 
 汇率变动对现金及现金等价物的影响(万元),-4742,2938,4542,-204,-106,-71,-117,-87,-158,-14,-96,-22,0,0, 
 现金及现金等价物净增加额(万元),60596,-519670,689720,473385,61324,230879,-156877,9588,-124124,420519,22939,18000,42765,11060, 
 加:期初现金及现金等价物余额(万元),1291409,1811078,1121358,647974,586649,355770,512647,503059,626664,189597,166659,148659,105894,94834, 
 期末现金及现金等价物余额(万元),1352005,1291409,1811078,1121358,647974,586649,355770,512647,502540,610117,189597,166659,148659,105894, 
 净利润(万元),428143,295035,269035,195107,270897,324316,315023,359313,293708,197268,137278,67445,13805,19595, 
