 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),1028487,770040,168309,97181,65707,36140,31890,25898,25839,19919,13882,10447, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),266,--,184,47,21,--,--,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),6933,5452,959,876,385,817,1070,483,41,480,16,2, 
 经营活动现金流入小计(万元),1035686,775492,169452,98104,66114,36956,32960,26380,25880,20399,13897,10449, 
 购买商品、接受劳务支付的现金(万元),968011,731859,154731,94031,56715,33675,28521,25396,17693,16506,13049,8375, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),15658,10696,5410,4550,2960,2123,2015,1386,1173,675,552,587, 
 支付的各项税费(万元),18495,13035,4405,3885,1772,1076,511,887,1256,618,803,515, 
 支付的其他与经营活动有关的现金(万元),27119,17798,4819,3765,2013,1775,1570,1587,1088,709,1099,1653, 
 经营活动现金流出小计(万元),1029283,773388,169365,106231,63461,38649,32618,29255,21211,18508,15503,11130, 
 经营活动产生的现金流量净额(万元),6403,2104,87,-8127,2653,-1693,343,-2875,4669,1891,-1605,-681, 
 收回投资所收到的现金(万元),81200,38000,--,--,--,3000,5000,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),1419,220,31,--,--,39,103,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),43,1,72,0,4,18,--,--,--,0,6,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,8900,--,--,--,--,--,--,300,1000,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),82662,38221,9003,0,4,3056,5103,0,0,300,1006,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3878,1230,2006,1979,8790,5967,6367,2042,165,739,169,32, 
 投资所支付的现金(万元),34100,77100,--,400,600,3000,5000,--,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),41450,85513,16213,--,2545,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,14000,--,--,--,--,--,--,0,300,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),79428,163844,32219,2379,11936,8967,11367,2042,165,739,469,1032, 
 投资活动产生的现金流量净额(万元),3234,-125623,-23216,-2379,-11931,-5910,-6264,-2042,-165,-439,537,-1032, 
 吸收投资收到的现金(万元),863,131765,37747,1739,--,--,--,30541,--,0,0,2750, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),543573,379195,30647,27362,13646,--,--,2000,9264,5239,3125,2900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),7322,5685,1531,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),551758,516646,69924,29102,13646,0,0,32541,9264,5239,3125,5650, 
 偿还债务支付的现金(万元),520885,378511,36291,23310,2745,--,--,5878,8036,5269,2100,2800, 
 分配股利、利润或偿付利息所支付的现金(万元),12334,2283,799,805,344,3002,2001,77,159,220,149,170, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),10340,9124,2271,740,584,--,--,180,--,0,0,0, 
 筹资活动现金流出小计(万元),543559,389918,39362,24855,3673,3002,2001,6134,8195,5490,2249,2970, 
 筹资活动产生的现金流量净额(万元),8199,126727,30563,4247,9972,-3002,-2001,26407,1069,-251,876,2680, 
 汇率变动对现金及现金等价物的影响(万元),-272,985,274,711,-28,-76,6,-150,-14,-3,-6,0, 
