 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),338441,246685,233408,215258,233685,257601,229029,173643,151469,65456,42356, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),8920,4924,1726,2196,1167,1826,815,1872,1526,357,167, 
 收到的其他与经营活动有关的现金(万元),3317,5567,9066,5695,3046,3292,8330,10616,5091,3150,1403, 
 经营活动现金流入小计(万元),350678,257175,244200,223149,237898,262720,238173,186132,158086,68963,43926, 
 购买商品、接受劳务支付的现金(万元),298494,228391,204177,203125,217639,245461,202775,159792,92745,46218,26419, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),11146,9358,8054,6241,6030,4314,4206,3090,2009,1401,1150, 
 支付的各项税费(万元),6144,2967,3573,2420,2422,890,8516,10755,3430,1245,2100, 
 支付的其他与经营活动有关的现金(万元),17546,15158,15969,10070,7121,9760,14629,7233,9097,3758,4972, 
 经营活动现金流出小计(万元),333331,255874,231774,221856,233211,260425,230127,180870,107281,52622,34641, 
 经营活动产生的现金流量净额(万元),17346,1302,12426,1293,4686,2295,8046,5262,50805,16340,9284, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,0,--,0,0,0, 
 取得投资收益所收到的现金(万元),6500,1902,81,111,92,92,92,--,30,5,0, 
