 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),35285,16081,18268,20045,11379,6459, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,12,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1938,1854,1873,880,1292,388, 
 经营活动现金流入小计(万元),37223,17934,20153,20925,12671,6848, 
 购买商品、接受劳务支付的现金(万元),25091,4547,5483,6372,3811,2445, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7558,6315,6013,4577,2814,1578, 
 支付的各项税费(万元),1834,2763,1868,1436,691,309, 
 支付的其他与经营活动有关的现金(万元),5960,2912,2519,2990,2600,1032, 
 经营活动现金流出小计(万元),40443,16537,15883,15375,9916,5364, 
 经营活动产生的现金流量净额(万元),-3219,1397,4270,5550,2754,1483, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),796,245,23,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,0,7,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,450,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),55600,21500,5000,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),56409,22195,5029,0,0,0, 
