 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),72438,40012,40427,45779,57699,60876,38984,41768, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),871,923,1703,1244,2009,1554,1114,1035, 
 收到的其他与经营活动有关的现金(万元),1755,1357,1286,3605,1968,1225,1818,601, 
 经营活动现金流入小计(万元),75064,42292,43416,50628,61675,63655,41917,43404, 
 购买商品、接受劳务支付的现金(万元),42261,31784,23799,28707,32482,25654,23171,16810, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20694,11841,10041,11702,9968,9081,7409,6281, 
 支付的各项税费(万元),4138,2871,4464,4847,5406,5590,4307,4136, 
 支付的其他与经营活动有关的现金(万元),11946,5557,5960,4639,8787,6256,5864,5624, 
 经营活动现金流出小计(万元),79039,52054,44264,49896,56644,46581,40751,32852, 
 经营活动产生的现金流量净额(万元),-3976,-9762,-848,733,5032,17074,1166,10552, 
 收回投资所收到的现金(万元),9750,4139,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),76,96,178,144,50,40,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,8,--,66,2,24,10,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9832,4243,178,210,52,64,10,17, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7007,524,7244,3781,3363,7805,14697,3732, 
 投资所支付的现金(万元),14252,4590,1038,3050,--,--,--,300, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),33074,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),54334,5114,8282,6831,3363,7805,14697,4032, 
 投资活动产生的现金流量净额(万元),-44501,-871,-8105,-6621,-3311,-7741,-14687,-4014, 
 吸收投资收到的现金(万元),--,1394,--,35179,--,--,--,35, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,150,--,--,--,--,--,35, 
 取得借款收到的现金(万元),80426,6830,6000,4227,13715,15200,17000,6500, 
 发行债券收到的现金(万元),14136,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),14780,561,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),109342,8785,6000,39406,13715,15200,17000,6535, 
 偿还债务支付的现金(万元),25259,4200,2300,17727,18465,13450,4000,7500, 
 分配股利、利润或偿付利息所支付的现金(万元),1928,4024,421,4309,2386,2000,2189,793, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),26404,--,--,1091,90,130,265,--, 
 筹资活动现金流出小计(万元),53591,8224,2721,23127,20941,15580,6454,8293, 
 筹资活动产生的现金流量净额(万元),55752,561,3279,16279,-7226,-380,10546,-1758, 
 汇率变动对现金及现金等价物的影响(万元),33,-19,78,14,-28,-7,--,--, 
 现金及现金等价物净增加额(万元),7308,-10090,-5596,10406,-5533,8945,-2975,4780, 
 加:期初现金及现金等价物余额(万元),8194,18284,23881,13475,19008,10062,13037,8257, 
 期末现金及现金等价物余额(万元),15502,8194,18284,23881,13475,19008,10062,13037, 
 净利润(万元),4959,6629,5986,7220,8089,7354,7291,6002, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2829,1658,1155,715,276,-112,689,181, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2706,2139,1973,1938,1713,1333,929,798, 
