 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),132877,147050,154301,150894,177095,183528,189188,240516,260515,256536,291659,175770,273502, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到的税费返还(万元),28,34,844,123,3576,42,219,860,1397,1959,41,0,454, 
 收到的其他与经营活动有关的现金(万元),84083,26580,27422,45598,36005,56358,30022,32531,30601,24280,24574,5337,4441, 
 经营活动现金流入小计(万元),216987,173664,182567,196614,216676,239929,219430,273907,292513,282774,316274,181107,278397, 
 购买商品、接受劳务支付的现金(万元),92456,93317,90473,110179,122647,121031,129752,164226,183868,145492,227737,131192,226359, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),29921,29959,31883,32601,32435,30123,29207,29493,26590,26172,29658,17438,15305, 
 支付的各项税费(万元),2612,1997,5023,4835,9090,11142,13511,15190,18133,21713,14668,5454,5509, 
 支付的其他与经营活动有关的现金(万元),37990,31312,26256,24164,55274,66005,43797,60456,33661,43809,32039,23919,31605, 
 经营活动现金流出小计(万元),162979,156585,153634,171779,219445,228301,216268,269366,262252,237186,304103,178003,278779, 
 经营活动产生的现金流量净额(万元),54008,17079,28932,24836,-2770,11628,3162,4542,30260,45588,12171,3104,-382, 
 收回投资所收到的现金(万元),272240,136264,160592,116243,57643,168907,70080,120450,52044,--,30,528,--, 
 取得投资收益所收到的现金(万元),5261,3345,2678,19317,4134,7706,10676,10280,3994,1962,1021,586,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),311,402,248,2266,474,48,1756,26,1651,12,47,3936,2331, 
 处置子公司及其他营业单位收到的现金净额(万元),--,-560,--,1256,8790,20889,--,--,--,--,830,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,532,129543,--,15893,9495,30197,147,41557,0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 投资活动现金流入小计(万元),277812,139451,164050,268625,71041,213442,92007,160953,57836,43532,1928,5050,2331, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5279,1060,1314,2884,1435,1317,12207,3707,1670,4228,4549,15942,6766, 
 投资所支付的现金(万元),314478,157000,163280,144486,50025,205150,106880,135869,76848,18800,8694,0,5939, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1700,410,125174,2909,40000,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 投资活动现金流出小计(万元),319757,158060,164594,147370,51460,206467,120787,139986,203693,25937,53243,15942,12705, 
 投资活动产生的现金流量净额(万元),-41945,-18609,-544,121255,19581,6975,-28780,20967,-145857,17594,-51315,-10892,-10374, 
 吸收投资收到的现金(万元),--,53,8,65,1000,--,150,--,--,--,0,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,53,8,65,1000,--,150,--,--,--,0,0,--, 
 取得借款收到的现金(万元),--,--,--,--,155900,117000,195000,195000,80000,41000,100000,10000,29000, 
 发行债券收到的现金(万元),--,--,--,--,--,40000,50000,40000,80000,--,0,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,3415,180,--,0,0,--, 
 筹资活动现金流入小计(万元),0,53,8,65,156900,157000,245150,238415,160180,41000,100000,10000,29000, 
 偿还债务支付的现金(万元),--,--,40000,166300,186100,135400,185100,235000,22000,78200,54000,30000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1569,1462,3908,8119,14952,14983,15116,15697,5176,9025,9366,1277,5851, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,59,--,--,121,314,1197,398,528,0,0,--, 
 支付其他与筹资活动有关的现金(万元),--,--,2,123,275,279,239,443,280,--,520,200,935, 
 筹资活动现金流出小计(万元),1569,1462,43910,174541,201327,150662,200456,251141,27455,87225,63886,31477,6786, 
 筹资活动产生的现金流量净额(万元),-1569,-1410,-43902,-174476,-44427,6338,44694,-12725,132725,-46225,36114,-21477,22214, 
 汇率变动对现金及现金等价物的影响(万元),6,-9,9,8,0,-4,0,-6,-5,-0,0,0,--, 
 现金及现金等价物净增加额(万元),10501,-2949,-15505,-28378,-27615,24937,19076,12777,17123,16958,-3030,-29264,11458, 
 加:期初现金及现金等价物余额(万元),54517,57466,72971,101349,128965,104028,84951,72174,55051,38093,41123,55273,43815, 
 期末现金及现金等价物余额(万元),65018,54517,57466,72971,101349,128965,104028,84951,72174,55051,38093,26009,55273, 
 净利润(万元),3024,4078,4053,5012,5047,5986,11011,18533,20860,24006,24715,6940,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 资产减值准备(万元),3750,9947,2636,5525,6544,5190,3600,744,4063,1362,3146,554,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2563,2846,3040,3149,3139,3115,3057,3275,3181,3367,3150,2171,--, 
 无形资产摊销(万元),130,153,158,166,168,155,138,191,147,144,128,147,--, 
 长期待摊费用摊销(万元),1576,2601,2199,1412,1122,1342,1288,929,1526,981,187,12,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-131,-85,-207,-4,-34,99,-1254,0,17,-69,35,-41,--, 
 固定资产报废损失(万元),1,7,--,--,--,1,5,8,7,20,0,38,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 财务费用(万元),308,9,470,-7597,3523,-2011,-7718,-4156,2009,1171,3147,112,--, 
 投资损失(万元),-4435,-7927,-3351,-8098,-16450,-6245,-6199,-9157,-4310,-1901,-1809,-2311,--, 
 递延所得税资产减少(万元),67,205,12,303,207,22,-31,152,-357,-223,-1052,29,--, 
 递延所得税负债增加(万元),0,--,--,--,--,--,--,--,--,--,0,0,--, 
 存货的减少(万元),-1719,-1934,-996,-12463,-2063,-10813,3500,-2287,847,3550,-3731,6720,--, 
 经营性应收项目的减少(万元),52851,6124,21024,18861,2430,13094,-35347,-23204,-3245,23749,-30214,-4141,--, 
 经营性应付项目的增加(万元),-3977,1055,-106,18571,-6404,1694,31113,19514,5516,-10569,14468,-7127,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 经营活动产生现金流量净额(万元),54008,17079,28932,24836,-2770,11628,3162,4542,30260,45588,12171,3104,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
