 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),268672,258795,220601,163257,152247,154785,149633,164638,143903,105796,129541, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2354,285,620,814,238,99,686,633,--,--,--, 
 收到的其他与经营活动有关的现金(万元),577,1349,2165,233,173,284,454,785,888,2414,2383, 
 经营活动现金流入小计(万元),271604,260430,223386,164304,152657,155168,150774,166057,144791,108210,131924, 
 购买商品、接受劳务支付的现金(万元),209915,220934,192428,142563,131887,152002,164851,158043,135074,86975,119187, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12944,8321,5309,4653,3394,2530,2266,1869,1757,1013,1062, 
 支付的各项税费(万元),11393,8262,6644,5033,1601,2310,1855,2435,1975,1575,3172, 
 支付的其他与经营活动有关的现金(万元),12573,11296,8298,7898,2505,1533,1823,2102,4060,5039,5148, 
 经营活动现金流出小计(万元),246825,248813,212679,160146,139387,158375,170795,164449,142866,94602,128569, 
 经营活动产生的现金流量净额(万元),24778,11617,10706,4158,13270,-3207,-20021,1607,1925,13608,3355, 
 收回投资所收到的现金(万元),--,2528,10730,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,35,40,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,13,2,--,--,2,0,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,600,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,7,--,352,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,2583,10772,952,0,2,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6575,15817,27031,20379,6225,7545,2461,775,971,60,1758, 
 投资所支付的现金(万元),--,--,12528,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,29562,--,170,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,730,199,--,--,--,0,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6575,15817,39559,50670,6423,7715,2461,775,971,60,1758, 
 投资活动产生的现金流量净额(万元),-6575,-13234,-28787,-49718,-6423,-7713,-2461,-775,-971,-60,-1758, 
 吸收投资收到的现金(万元),--,--,--,--,--,280,25087,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,280,--,--,--,--,--, 
 取得借款收到的现金(万元),126089,80435,84319,81749,60382,34500,10920,1800,1000,--,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,124,--,3700,--,--,--,--,--,24225,21892, 
 筹资活动现金流入小计(万元),126089,80559,84319,85449,60382,34780,36007,1800,1000,24225,22892, 
 偿还债务支付的现金(万元),136303,70721,55700,45900,53982,30800,8920,--,1000,--,7000, 
 分配股利、利润或偿付利息所支付的现金(万元),10709,11663,5632,2058,2332,1927,1236,19,191,242,129, 
 其中：子公司支付给少数股东的股利、利润(万元),--,490,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,500,--,6367,--,--,369,--,--,32247,13870, 
