 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),1643579,1288164,846765,903056,903710,924897,854256,918575,475262,394855,474457,480928,507276, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),13099,12410,11490,10213,9115,10282,10421,13021,10688,11460,11683,12480,14758, 
 收到的其他与经营活动有关的现金(万元),15757,7377,5985,8396,10066,14084,14964,25848,31987,8385,8587,22682,17377, 
 经营活动现金流入小计(万元),1672435,1307951,864240,921665,922891,949262,879641,957443,517937,414700,494727,516090,539411, 
 购买商品、接受劳务支付的现金(万元),1419312,1125757,650036,734004,726370,766902,730315,803118,360664,307701,407953,438412,491133, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),79419,67947,61843,69276,63389,60319,52567,41824,29850,22206,18938,11886,9300, 
 支付的各项税费(万元),33490,33845,35124,31193,33346,32293,34078,31280,22876,16419,18386,16168,8829, 
 支付的其他与经营活动有关的现金(万元),91615,70707,58236,62102,57172,56460,61205,49770,51426,34646,39875,23401,26269, 
 经营活动现金流出小计(万元),1623837,1298256,805239,896574,880278,915973,878165,925993,464816,380972,485152,489868,535531, 
 经营活动产生的现金流量净额(万元),48598,9695,59001,25091,42613,33289,1476,31451,53121,33728,9574,26222,3880, 
 收回投资所收到的现金(万元),254843,311525,221793,14787,35344,36693,6870,9462,18676,16564,16547,82150,21456, 
 取得投资收益所收到的现金(万元),53276,46431,110076,26147,26796,21784,37539,35821,24298,34184,80139,2289,6305, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),197,206,52,2295,3241,78,4548,62,74,309,112,297,104, 
 处置子公司及其他营业单位收到的现金净额(万元),25767,--,862,11182,--,--,1842,45,555,258,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,8774,15097,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),334084,358162,332783,54412,65382,58555,59575,60487,43603,51315,96797,84736,27865, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),50032,84487,25435,37796,126444,119148,104227,83434,84075,68006,56348,20010,5274, 
 投资所支付的现金(万元),277988,264856,903201,212654,11343,30665,21472,12088,24160,20199,12853,78317,28091, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),456,--,--,--,--,--,--,--,--,844,--,0,0, 
 支付的其他与投资活动有关的现金(万元),5445,3073,14538,--,--,--,--,0,--,--,133,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),333922,352415,943174,250451,137788,149813,125699,95523,108235,89049,69334,98327,33366, 
 投资活动产生的现金流量净额(万元),163,5747,-610391,-196039,-72406,-91258,-66125,-35035,-64632,-37735,27463,-13590,-5501, 
 吸收投资收到的现金(万元),350,--,26488,139300,85225,--,2474,3770,5316,668,14767,147,1532, 
 其中：子公司吸收少数股东投资收到的现金(万元),350,--,26488,--,1335,--,2474,1600,1655,9,--,147,1532, 
 取得借款收到的现金(万元),1145896,1333905,1560344,431296,347242,369142,252776,118613,79987,86900,94304,115144,116080, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,800,--,--,--,--,--,--,1819,--,0,0, 
 筹资活动现金流入小计(万元),1146246,1333905,1587632,570596,432467,369142,255250,122383,85303,89388,109071,115291,117612, 
 偿还债务支付的现金(万元),1090179,1220290,1089971,157394,347430,292361,179497,57428,62133,71989,117533,110513,109298, 
 分配股利、利润或偿付利息所支付的现金(万元),86324,66660,57777,62044,32288,22831,15915,22888,11539,6475,9601,12821,10222, 
