 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),128196,89091,67317,57155,47103,38647,29571, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),4689,3178,2448,3179,2041,2005,1852, 
 收到的其他与经营活动有关的现金(万元),3080,1961,749,879,658,1125,714, 
 经营活动现金流入小计(万元),135965,94229,70514,61212,49802,41777,32138, 
 购买商品、接受劳务支付的现金(万元),85465,59327,42978,34391,30580,26402,21742, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17870,12867,9714,7884,6446,4480,3426, 
 支付的各项税费(万元),6015,4702,4242,3389,1784,1797,662, 
 支付的其他与经营活动有关的现金(万元),9779,6469,5344,4405,4846,3893,2918, 
 经营活动现金流出小计(万元),119130,83365,62278,50069,43655,36572,28749, 
 经营活动产生的现金流量净额(万元),16835,10864,8236,11143,6147,5205,3389, 
 收回投资所收到的现金(万元),8,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,28,346,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),108,109,14,2,8,18,128, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1080,202,--,655,70,--,1230, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1197,311,42,1003,78,18,1358, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),21044,15763,17792,11915,10520,6787,5920, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1000,117,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21044,16763,17908,11915,10520,6787,5920, 
 投资活动产生的现金流量净额(万元),-19848,-16452,-17866,-10912,-10443,-6769,-4561, 
 吸收投资收到的现金(万元),4656,63929,--,--,4608,9425,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),26287,23522,42220,62663,51564,35876,50700, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1420,1942,2478,2293,12188,16359, 
 筹资活动现金流入小计(万元),30943,88872,44162,65140,58465,57489,67059, 
 偿还债务支付的现金(万元),7916,60964,30047,67970,44033,43923,39194, 
 分配股利、利润或偿付利息所支付的现金(万元),7414,4807,3872,1988,2033,2696,2573, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,368,2175,6600,26135, 
 筹资活动现金流出小计(万元),15330,65771,33919,70327,48241,53219,67902, 
 筹资活动产生的现金流量净额(万元),15613,23100,10244,-5186,10224,4270,-843, 
 汇率变动对现金及现金等价物的影响(万元),412,21,200,298,33,-263,-44, 
 现金及现金等价物净增加额(万元),13012,17533,814,-4658,5962,2443,-2059, 
 加:期初现金及现金等价物余额(万元),22499,4966,4153,8811,2849,406,2465, 
 期末现金及现金等价物余额(万元),35511,22499,4966,4153,8811,2849,406, 
 净利润(万元),27530,19622,13812,8930,5557,4182,3127, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),263,587,365,105,288,77,239, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4637,3389,2590,2084,1910,1606,1250, 
 无形资产摊销(万元),177,167,151,112,91,41,35, 
 长期待摊费用摊销(万元),87,21,5,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),11,21,1,-0,-3,15,360, 
 固定资产报废损失(万元),27,--,--,--,--,--,--, 
 公允价值变动损失(万元),-88,--,93,-48,-45,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),220,557,963,1354,1996,2550,2882, 
 投资损失(万元),-89,-202,88,-346,--,--,--, 
 递延所得税资产减少(万元),-264,-217,-20,-207,-78,-19,-149, 
 递延所得税负债增加(万元),1826,--,--,--,--,--,--, 
 存货的减少(万元),-20238,-2001,-2300,-661,-749,-1797,378, 
 经营性应收项目的减少(万元),-6329,-12782,-11475,-1558,-5407,-1423,-4612, 
