 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),98195,189884,102737,155456,130477,--,66847,64521,57559,53217,43986,31680, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,113227,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),1176,260,131,11,70,--,--,--,--,--,0,0, 
 收到的其他与经营活动有关的现金(万元),14747,9650,8512,8611,4937,8353,642,1212,1493,2857,606,2108, 
 经营活动现金流入小计(万元),114118,199794,111379,164078,135485,121580,67489,65733,59052,56074,44592,33788, 
 购买商品、接受劳务支付的现金(万元),74060,166805,88543,136850,109316,101484,50141,62229,45431,47049,37409,22536, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),11600,7396,6082,4710,3586,2945,2218,1613,1180,975,955,619, 
 支付的各项税费(万元),7656,5406,4979,4640,3513,4087,3684,2856,1894,3020,1527,1480, 
 支付的其他与经营活动有关的现金(万元),18604,44635,47086,12137,11592,6180,2601,2311,3004,2203,4686,2751, 
 经营活动现金流出小计(万元),111920,224242,146690,158337,128008,114695,58644,69009,51509,53247,44577,27387, 
 经营活动产生的现金流量净额(万元),2198,-24448,-35311,5740,7477,6885,8845,-3277,7543,2826,16,6401, 
 收回投资所收到的现金(万元),--,4800,33056,690,--,--,--,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),23,57,927,123,164,--,85,11,12,38,5,21, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),873,4,--,--,22,130,2,--,--,19,10,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,1,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,1800,271,--,450,--,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),896,4861,35783,1084,186,581,87,11,12,57,15,21, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3966,6603,5132,11236,22247,9227,8122,2286,3068,2414,1403,3662, 
 投资所支付的现金(万元),4957,13945,39100,1590,50,--,2400,--,--,--,84,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,48732,--,-70,--,4697,--,--,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),8923,69279,44232,12756,22297,13924,10522,2286,3068,2414,1487,3662, 
 投资活动产生的现金流量净额(万元),-8027,-64419,-8450,-11672,-22111,-13343,-10435,-2275,-3056,-2358,-1472,-3641, 
 吸收投资收到的现金(万元),--,--,63987,--,--,--,31940,--,--,2500,0,5548, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),150632,148742,85044,78390,62566,44364,48794,43975,45031,35187,13760,11770, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),85134,40139,--,--,--,--,4872,5892,5055,2922,3439,760, 
 筹资活动现金流入小计(万元),235766,188881,149031,78390,62566,44364,85606,49867,50086,40609,17199,18078, 
 偿还债务支付的现金(万元),131029,97132,78500,61613,48951,38917,48409,31676,44524,31910,11010,9520, 
 分配股利、利润或偿付利息所支付的现金(万元),10940,6158,4529,4386,3221,2560,3236,2122,1851,2251,1664,1193, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),96952,1855,--,--,--,615,9356,4872,5892,5083,2922,3439, 
 筹资活动现金流出小计(万元),238921,105146,83029,65999,52171,42092,61001,38669,52267,39244,15597,14153, 
 筹资活动产生的现金流量净额(万元),-3155,83735,66002,12391,10394,2272,24605,11198,-2181,1365,1603,3925, 
 汇率变动对现金及现金等价物的影响(万元),465,-726,566,49,-19,-19,-13,38,7,--,0,0, 
 现金及现金等价物净增加额(万元),-8519,-5857,22807,6509,-4259,-4204,23001,5683,2313,1833,146,6685, 
 加:期初现金及现金等价物余额(万元),55032,60891,38078,31569,35829,40033,17032,11348,9036,7202,7056,371, 
 期末现金及现金等价物余额(万元),46513,55034,60885,38078,31569,35829,40033,17032,11348,9036,7202,7056, 
 净利润(万元),-8912,2018,7874,6508,6101,6410,5789,5610,4876,4054,0,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 资产减值准备(万元),9812,896,703,767,150,243,154,5,4,-138,0,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7660,4327,3088,2316,1554,1159,1146,1034,801,763,0,0, 
 无形资产摊销(万元),576,527,454,453,455,171,30,30,30,15,0,0, 
 长期待摊费用摊销(万元),29,7,9,9,9,2,10,16,27,21,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-150,108,-2,--,6,-0,-3,--,0,3,0,0, 
 固定资产报废损失(万元),48,7,--,--,--,--,--,--,--,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 财务费用(万元),10805,4004,2801,2044,1948,1860,2407,2084,1245,1151,0,0, 
 投资损失(万元),-181,-181,-927,-123,-164,-130,-85,-11,-12,-38,0,0, 
 递延所得税资产减少(万元),-1005,-76,-478,-136,-26,-38,-22,-2,-1,43,0,0, 
 递延所得税负债增加(万元),-47,37,34,14,--,--,--,--,--,--,0,0, 
 存货的减少(万元),23808,5971,-17483,-81,-6425,-15,-2306,-3331,-1062,-3360,0,0, 
 经营性应收项目的减少(万元),-13930,-43836,-74051,-16825,-6033,-18364,-7885,-10909,-3719,569,0,0, 
 经营性应付项目的增加(万元),-26046,1742,42667,10795,9903,15587,9608,2199,5355,-256,0,0, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 其他(万元),-268,--,--,--,--,--,--,--,--,--,0,0, 
 经营活动产生现金流量净额(万元),2198,-24448,-35311,5740,7477,6885,8845,-3277,7543,2826,0,0, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 融资租入固定资产(万元),11085,--,--,--,--,--,--,--,--,--,0,0, 
 现金的期末余额(万元),46513,55034,--,--,--,--,--,17032,11348,9036,7202,7056, 
 现金的期初余额(万元),55032,60891,--,--,--,--,--,11348,9036,7202,7056,371, 
 现金等价物的期末余额(万元),--,--,60885,38078,31569,35829,40033,--,--,--,0,0, 
 现金等价物的期初余额(万元),--,--,38078,31569,35829,40033,17032,--,--,--,0,0, 
 现金及现金等价物的净增加额(万元),-8519,-5857,22807,6509,-4259,-4204,23001,5683,2313,1833,146,6685, 

