 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),231075,229977,223154,221759,232279,217101,221318,225696,151815,144423,178322,166301,102373,71562,43066, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,700,1,200,--,287,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),4612,4453,4306,2741,2150,6175,2371,455,763,1218,2540,356,348,269,392, 
 经营活动现金流入小计(万元),235688,234430,227459,224500,234430,223976,223690,226351,152578,145928,180863,166657,102721,71831,43458, 
 购买商品、接受劳务支付的现金(万元),176080,172257,156422,153988,166866,178520,168165,206385,129732,102332,154831,170496,90711,58943,37015, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),22728,22643,20254,18284,17682,14122,12332,10793,9596,9214,8997,7708,5487,3171,3029, 
 支付的各项税费(万元),4732,5460,8732,7362,2877,2071,3057,4895,428,213,2158,1705,710,290,231, 
 支付的其他与经营活动有关的现金(万元),14383,11838,11851,15911,20608,11828,9204,8096,5746,6429,5828,4980,4355,3186,2105, 
 经营活动现金流出小计(万元),217923,212198,197259,195545,208033,206542,192757,230169,145501,118187,171815,184888,101263,65590,42381, 
 经营活动产生的现金流量净额(万元),17765,22232,30200,28955,26396,17434,30933,-3818,7077,27741,9048,-18232,1458,6240,1077, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,420,--,--,--,0,0,0,0, 
 取得投资收益所收到的现金(万元),316,365,125,--,--,--,--,--,--,--,--,0,0,0,0, 
