 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),38137,24967,63366,55843,35796,31316, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),8217,5979,12575,20841,13894,7317, 
 经营活动现金流入小计(万元),46353,30947,75941,76684,49690,38634, 
 购买商品、接受劳务支付的现金(万元),51939,44169,45718,46717,36464,34965, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9409,6762,4986,5153,5029,4713, 
 支付的各项税费(万元),5227,4500,3880,4442,3585,3361, 
 支付的其他与经营活动有关的现金(万元),7511,6941,14119,18775,14047,8290, 
 经营活动现金流出小计(万元),74086,62371,68703,75087,59125,51329, 
 经营活动产生的现金流量净额(万元),-27733,-31424,7238,1597,-9435,-12695, 
 收回投资所收到的现金(万元),179363,124600,43100,37200,5500,--, 
 取得投资收益所收到的现金(万元),223,304,53,81,23,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,13,8,--,8,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),179598,124916,43161,37281,5531,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),872,584,367,641,436,459, 
 投资所支付的现金(万元),196691,114516,59600,45500,6100,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),197563,115100,59967,46141,6536,459, 
 投资活动产生的现金流量净额(万元),-17965,9816,-16806,-8859,-1004,-458, 
 吸收投资收到的现金(万元),5570,37201,2000,1000,18009,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),5570,6710,2000,1000,--,--, 
 取得借款收到的现金(万元),75900,26400,46000,27000,37600,39600, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),81470,63601,48000,28000,55609,39600, 
 偿还债务支付的现金(万元),26900,22000,18000,36000,38000,19600, 
 分配股利、利润或偿付利息所支付的现金(万元),4370,2363,7305,1201,1535,1419, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,918,--,100,--,--, 
 筹资活动现金流出小计(万元),31270,25281,25305,37301,39535,21019, 
 筹资活动产生的现金流量净额(万元),50200,38319,22695,-9301,16074,18581, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),4502,16711,13127,-16563,5634,5428, 
 加:期初现金及现金等价物余额(万元),38234,21523,8396,24959,19325,13897, 
 期末现金及现金等价物余额(万元),42736,38234,21523,8396,24959,19325, 
 净利润(万元),9033,7852,6966,6029,6090,4568, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),2449,1846,563,766,1144,398, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),324,169,236,275,301,244, 
 无形资产摊销(万元),41,38,20,11,18,30, 
 长期待摊费用摊销(万元),4,13,10,22,22,20, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-9,6,-6,16,4,-1, 
 固定资产报废损失(万元),1,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),1618,311,787,1178,1539,1448, 
 投资损失(万元),-223,-304,-53,-81,-23,--, 
 递延所得税资产减少(万元),200,-450,-32,-245,-356,-101, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-21990,-12435,-5363,1915,-980,-11397, 
 经营性应收项目的减少(万元),-30739,-42562,-1299,-3673,-22299,-7294, 
 经营性应付项目的增加(万元),11558,14091,5408,-4615,5104,-610, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-27733,-31424,7238,1597,-9435,-12695, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),42736,38234,21523,8396,24959,19325, 
 现金的期初余额(万元),38234,21523,8396,24959,19325,13897, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4502,16711,13127,-16563,5634,5428, 

