 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),150115,89386,57789,54310,59393,70007,53693,58396,43920,38574, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4600,3107,1918,1615,3284,2772,3160,712,142,--, 
 收到的其他与经营活动有关的现金(万元),2339,1982,1316,1272,604,3383,1564,3387,1472,3374, 
 经营活动现金流入小计(万元),157054,94475,61023,57196,63281,76162,58417,62495,45534,41948, 
 购买商品、接受劳务支付的现金(万元),85357,44554,30409,30088,32739,31447,39232,36244,28700,18793, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22043,18760,15688,7042,5930,5454,4625,4130,2741,2246, 
 支付的各项税费(万元),11916,9556,7175,6988,9546,8928,9648,8204,5977,5340, 
 支付的其他与经营活动有关的现金(万元),15364,10506,6850,6844,5837,7499,6501,5830,3651,4046, 
 经营活动现金流出小计(万元),134680,83375,60123,50962,54052,53328,60006,54408,41068,30425, 
 经营活动产生的现金流量净额(万元),22375,11100,900,6234,9228,22834,-1589,8088,4466,11523, 
 收回投资所收到的现金(万元),176898,192389,179290,154312,198024,138602,--,--,--,6269, 
 取得投资收益所收到的现金(万元),4181,2300,4840,2078,2048,1411,--,--,104,910, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),82,11,99,62,58,38,--,47,74,173, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,22, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,71,46,--,22, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),181161,194700,184229,156452,200130,140051,71,93,179,7396, 
