 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),199834,182928,126459,68070,41856,24857, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),389,482,218,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4394,3135,2717,396,146,64, 
 经营活动现金流入小计(万元),204616,186545,129393,68465,42002,24921, 
 购买商品、接受劳务支付的现金(万元),131896,117498,73765,27909,18063,9536, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22757,14854,10799,7671,4937,3328, 
 支付的各项税费(万元),3242,3872,4068,2658,1710,1331, 
 支付的其他与经营活动有关的现金(万元),32385,27514,24594,17884,9226,5465, 
 经营活动现金流出小计(万元),190280,163738,113227,56122,33935,19660, 
 经营活动产生的现金流量净额(万元),14336,22807,16166,12343,8066,5260, 
 收回投资所收到的现金(万元),106100,--,5,105500,38500,40500, 
 取得投资收益所收到的现金(万元),477,--,33,313,123,85, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),106578,0,38,105813,38623,40585, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6708,4584,4465,3586,3165,1335, 
 投资所支付的现金(万元),87234,74009,2805,105520,38500,40500, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,59,1042,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,80,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),93942,78594,7409,110147,41665,41835, 
 投资活动产生的现金流量净额(万元),12636,-78594,-7371,-4334,-3042,-1250, 
