 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),49433,40877,37882,32223,31361,24537,29133,39526,35924,15285, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),114,47,--,0,0,21,--,--,279,--, 
 收到的其他与经营活动有关的现金(万元),416,417,229,859,1205,771,1599,469,2174,1059, 
 经营活动现金流入小计(万元),49963,41341,38111,33082,32566,25329,30732,39995,38378,16344, 
 购买商品、接受劳务支付的现金(万元),20079,18341,17918,15252,15390,8115,13838,17185,12290,6805, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10239,9320,8282,7497,6463,5578,5072,5238,3447,2118, 
 支付的各项税费(万元),4883,4142,3526,3258,3305,3404,3348,5447,4329,1448, 
 支付的其他与经营活动有关的现金(万元),2765,2378,2025,2156,2553,2056,1842,2020,1473,963, 
 经营活动现金流出小计(万元),37965,34182,31751,28163,27711,19152,24100,29890,21540,11334, 
 经营活动产生的现金流量净额(万元),11998,7159,6361,4919,4855,6177,6632,10105,16838,5010, 
