 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),346628,242104,193478,131759,110926,98355,79072,71394, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5268,3039,2752,4274,1184,1163,11528,1919, 
 经营活动现金流入小计(万元),351896,245143,196229,136033,112111,99518,90600,73313, 
 购买商品、接受劳务支付的现金(万元),170957,97620,68243,41676,35627,31601,23157,22700, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),100924,78965,63942,52838,48733,43671,34417,29233, 
 支付的各项税费(万元),26284,20553,15735,13987,12259,11117,8668,15345, 
 支付的其他与经营活动有关的现金(万元),21059,18975,21061,15761,14645,10451,8913,9218, 
 经营活动现金流出小计(万元),319225,216114,168981,124262,111264,96840,75155,76497, 
 经营活动产生的现金流量净额(万元),32671,29029,27248,11771,847,2678,15445,-3184, 
 收回投资所收到的现金(万元),137605,126000,49290,56000,1,--,--,8850, 
 取得投资收益所收到的现金(万元),2979,1455,780,937,20,1,71,16, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,41,226,176,--,39,41,38, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,56, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),140605,127497,50296,57112,21,39,112,8961, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7215,6908,5762,4930,5483,11438,7363,1880, 
 投资所支付的现金(万元),148620,132514,39169,59140,16284,--,--,8850, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),859,1080,4921,26560,--,--,--,960, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),156693,140501,49851,90630,21767,11438,7363,11690, 
 投资活动产生的现金流量净额(万元),-16088,-13004,445,-33518,-21746,-11398,-7251,-2730, 
 吸收投资收到的现金(万元),1768,6249,--,--,77681,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),77400,21830,21000,26200,18000,27500,20014,11000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,150,--, 
 筹资活动现金流入小计(万元),79168,28079,21000,26200,95681,27500,20164,11000, 
 偿还债务支付的现金(万元),65830,21001,21202,6002,46500,18003,10501,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),11219,7650,6111,4592,5186,1088,1194,3211, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,1020, 
 筹资活动现金流出小计(万元),77049,28651,27314,10595,51686,19091,11696,8231, 
 筹资活动产生的现金流量净额(万元),2119,-571,-6314,15605,43995,8409,8468,2769, 
 汇率变动对现金及现金等价物的影响(万元),11,-13,7,2,--,--,--,-0, 
 现金及现金等价物净增加额(万元),18713,15441,21386,-6139,23096,-312,16662,-3145, 
 加:期初现金及现金等价物余额(万元),89267,73827,52441,58580,35484,35795,19133,22278, 
 期末现金及现金等价物余额(万元),107980,89267,73827,52441,58580,35484,35795,19133, 
 净利润(万元),40583,30121,21243,16032,16596,14990,13645,12184, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),17253,12938,6407,6323,5494,5527,4664,2006, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4722,3715,2869,2501,1570,1044,1148,974, 
 无形资产摊销(万元),767,764,560,390,288,392,348,216, 
 长期待摊费用摊销(万元),771,624,530,350,36,36,9,16, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-11,-21,-134,11,33,-2,8,-26, 
 固定资产报废损失(万元),14,1,--,2,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),2091,1007,834,926,1236,977,785,493, 
 投资损失(万元),-3315,-2216,-1115,-1151,-373,-502,-462,-754, 
 递延所得税资产减少(万元),-2926,-2108,-923,-1105,-869,-656,-750,-341, 
 递延所得税负债增加(万元),-68,-69,-73,-1183,--,--,--,--, 
 存货的减少(万元),-1588,-13322,-3858,-9770,-1335,-812,-2261,-5595, 
 经营性应收项目的减少(万元),-132521,-64375,-35790,-25545,-26744,-35419,-38627,-21562, 
 经营性应付项目的增加(万元),105765,61348,36768,24073,4914,17104,36939,9203, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),1134,620,-71,-81,--,--,--,--, 
 经营活动产生现金流量净额(万元),32671,29029,27248,11771,847,2678,15445,-3184, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),107980,89267,73827,52441,58580,35484,35795,19133, 
 现金的期初余额(万元),89267,73827,52441,58580,35484,35795,19133,22278, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),18713,15441,21386,-6139,23096,-312,16662,-3145, 

