 报告日期,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),424226,380095,369046,418307,422393, 
 客户存款和同业存放款项净增加额(万元),--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,0,0, 
 收到的税费返还(万元),--,737,2920,5393,1492, 
 收到的其他与经营活动有关的现金(万元),3402,6018,4811,7703,7206, 
 经营活动现金流入小计(万元),427628,386850,376776,431403,431092, 
 购买商品、接受劳务支付的现金(万元),251438,245627,208329,260180,293653, 
 客户贷款及垫款净增加额(万元),--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),29630,29686,22285,18366,16038, 
 支付的各项税费(万元),99019,76360,97187,89816,53873, 
 支付的其他与经营活动有关的现金(万元),15038,23397,18845,26627,26937, 
 经营活动现金流出小计(万元),395124,375069,346647,394989,390501, 
 经营活动产生的现金流量净额(万元),32504,11781,30129,36413,40591, 
 收回投资所收到的现金(万元),--,--,--,300,1, 
 取得投资收益所收到的现金(万元),3,--,--,2,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),251,107,26,50,97, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,100,0, 
 收到的其他与投资活动有关的现金(万元),--,--,44,18,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,0,0, 
 投资活动现金流入小计(万元),254,107,70,470,98, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11188,43920,32041,47932,42803, 
 投资所支付的现金(万元),--,--,--,300,0, 
 质押贷款净增加额(万元),--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,322,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,0,0, 
 投资活动现金流出小计(万元),11188,43920,32041,48553,42803, 
 投资活动产生的现金流量净额(万元),-10934,-43813,-31970,-48083,-42705, 
 吸收投资收到的现金(万元),--,--,539,265,-200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,265,0, 
 取得借款收到的现金(万元),228650,281487,200779,209736,187466, 
 发行债券收到的现金(万元),--,2500,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,6885,0, 
 筹资活动现金流入小计(万元),228650,283987,201318,216886,187266, 
 偿还债务支付的现金(万元),248562,251884,199674,157967,208449, 
 分配股利、利润或偿付利息所支付的现金(万元),10358,15832,11326,9101,6505, 
 其中：子公司支付给少数股东的股利、利润(万元),--,27,--,0,0, 
 支付其他与筹资活动有关的现金(万元),2959,2696,4274,141,557, 
 筹资活动现金流出小计(万元),261878,270412,215274,167209,215511, 
 筹资活动产生的现金流量净额(万元),-33228,13574,-13956,49677,-28246, 
