 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,0,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,0,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),15234,12419,6518,5834,4164,3645,2494,1780,1194,874,849,683,632, 
 支付的各项税费(万元),5146,3061,1639,1767,1317,1574,1602,1062,1258,910,575,352,293, 
 支付的其他与经营活动有关的现金(万元),14052,7818,4921,4884,5503,1713,2656,2296,2694,3049,2832,2620,5134, 
 经营活动现金流出小计(万元),83505,133562,91542,54251,46637,34545,30339,28813,21547,18965,9777,10913,12895, 
 经营活动产生的现金流量净额(万元),3921,-33903,-7999,13542,154,221,5795,-4235,-4527,-1369,2800,738,-1905, 
 收回投资所收到的现金(万元),1024,6040,7890,49906,--,0,--,--,--,700,0,0,0, 
 取得投资收益所收到的现金(万元),78,33,4,84,--,0,--,--,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,6,5,3,1,1,25,--,4,4,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,1610,--,0,--,--,--,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),2050,716,16227,--,2093,217,190,--,--,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流入小计(万元),3156,6795,24125,51603,2094,218,215,0,4,704,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),40773,13191,26488,4483,7887,5829,1612,580,399,740,113,22,41, 
 投资所支付的现金(万元),--,100,13033,64644,310,0,--,--,--,0,0,0,667, 
 质押贷款净增加额(万元),--,--,--,--,--,0,--,--,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,27083,2532,--,--,639,--,775,--,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),1650,864,13474,--,--,0,217,--,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流出小计(万元),42423,41238,55528,69126,8197,6468,1828,1355,399,740,113,22,708, 
 投资活动产生的现金流量净额(万元),-39267,-34443,-31402,-17523,-6103,-6250,-1614,-1355,-395,-37,-113,-22,-708, 
 吸收投资收到的现金(万元),147,49063,5641,422,333,3314,--,--,39701,0,0,0,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,422,--,1302,--,--,--,0,0,0,0, 
 取得借款收到的现金(万元),130673,98214,52600,8441,--,14300,--,2800,1000,3500,0,900,1300, 
 发行债券收到的现金(万元),--,--,--,--,--,0,--,--,--,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),10150,--,319,64,574,0,340,797,35,0,0,0,0, 
 筹资活动现金流入小计(万元),140970,147276,58560,8927,907,17614,340,3597,40736,3500,0,900,4300, 
 偿还债务支付的现金(万元),97808,48406,14603,3062,14300,0,--,3800,3500,820,580,400,994, 
 分配股利、利润或偿付利息所支付的现金(万元),8172,4388,1850,685,562,1001,1000,126,827,64,110,100,48, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,490,--,--,0,--,--,--,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),22426,1291,274,14,974,346,--,--,772,556,600,116,0, 
 筹资活动现金流出小计(万元),128406,54084,16727,3761,15837,1347,1000,3926,5099,1440,1290,616,1042, 
 筹资活动产生的现金流量净额(万元),12564,93192,41833,5166,-14929,16267,-660,-329,35637,2060,-1290,284,3258, 
 汇率变动对现金及现金等价物的影响(万元),211,-8,93,89,0,0,--,--,--,0,0,0,0, 
 现金及现金等价物净增加额(万元),-22570,24838,2525,1274,-20878,10238,3521,-5919,30715,655,1396,1000,645, 
 加:期初现金及现金等价物余额(万元),50168,25330,22805,21531,42409,32172,28651,34570,3854,3200,1804,804,159, 
 期末现金及现金等价物余额(万元),27598,50168,25330,22805,21531,42409,32172,28651,34570,3854,3200,1804,804, 
 净利润(万元),7395,18037,10273,8282,6224,3185,3798,2603,2561,3179,2234,1005,466, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 资产减值准备(万元),15597,3034,105,645,807,232,598,361,383,100,-71,262,115, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1735,5127,1061,379,351,312,297,267,177,140,76,54,42, 
 无形资产摊销(万元),2223,2451,928,498,251,161,36,24,--,0,0,0,0, 
 长期待摊费用摊销(万元),531,651,404,266,236,133,15,18,15,15,13,18,18, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),9,19,20,-2,0,5,4,--,2,1,0,0,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 财务费用(万元),4699,3095,760,198,77,14,5,126,27,64,110,100,48, 
 投资损失(万元),-102,-3094,-292,-1621,--,--,--,--,--,-33,0,0,0, 
 递延所得税资产减少(万元),-1749,-31,32,-17,-386,-28,-97,-58,-57,3,-41,-19,-7, 
 递延所得税负债增加(万元),-7,-4,--,--,--,--,--,--,--,0,0,0,0, 
 存货的减少(万元),89017,-43756,-23385,-4784,-1074,-5088,-4955,-3881,-3481,-4876,237,-176,-570, 
 经营性应收项目的减少(万元),-171936,-18161,-15654,3543,-15475,-480,-923,-3043,-5613,-4456,-1185,-621,-3417, 
 经营性应付项目的增加(万元),56511,-1352,17940,5875,8858,1735,7018,-651,1458,4494,1427,115,1401, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 其他(万元),-1,80,-191,280,287,40,--,--,--,0,0,0,0, 
 经营活动产生现金流量净额(万元),3921,-33903,-7999,13542,154,221,5795,-4235,-4527,-1369,2800,738,-1905, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 现金的期末余额(万元),27598,50168,25330,22805,21531,42409,32172,28651,34570,3854,3200,1804,804, 
 现金的期初余额(万元),50168,25330,22805,21531,42409,32172,28651,34570,3854,3200,1804,804,159, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 现金及现金等价物的净增加额(万元),-22570,24838,2525,1274,-20878,10238,3521,-5919,30715,655,1396,1000,645, 

