 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),173113,131298,141429,129088,136407,78159,73689,80473,92000,131319, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6003,4109,6462,6434,4330,4204,5422,2836,2338,1354, 
 收到的其他与经营活动有关的现金(万元),15083,6099,6794,5745,9472,3423,5751,5399,9791,3059, 
 经营活动现金流入小计(万元),194199,141507,154685,141268,150208,85787,84863,88707,104128,135731, 
 购买商品、接受劳务支付的现金(万元),111269,96693,69811,82115,89734,55914,66326,70874,64592,72852, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23849,21834,20221,19217,17763,9563,10228,8485,6627,4731, 
 支付的各项税费(万元),8880,8401,8132,7736,11542,6170,6448,7998,7081,3290, 
 支付的其他与经营活动有关的现金(万元),20489,16413,19451,10503,10957,6210,6281,10213,8675,9659, 
 经营活动现金流出小计(万元),164488,143341,117615,119571,129996,77857,89283,97570,86974,90531, 
 经营活动产生的现金流量净额(万元),29711,-1834,37070,21697,20212,7930,-4420,-8863,17154,45200, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),324,576,549,547,528,164,241,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),70,4,52,31,151,2,1,22,1,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),0,8306,732,730,241,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),393,8886,1333,1308,920,166,242,22,1,8, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1817,2634,5753,15765,21902,2950,6468,18737,7701,12972, 
 投资所支付的现金(万元),450,--,200,--,18807,--,13500,8314,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,8000,7,--,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2267,2634,5953,15765,48709,2956,19968,27051,7701,12972, 
 投资活动产生的现金流量净额(万元),-1874,6252,-4620,-14457,-47789,-2790,-19726,-27029,-7700,-12964, 
 吸收投资收到的现金(万元),--,300,500,--,27680,--,100,536,819,1075, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,300,500,--,--,--,100,--,0,0, 
 取得借款收到的现金(万元),4500,3000,15200,25029,38313,8000,27000,13900,1000,1500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),0,975,1124,--,--,--,--,--,0,0, 
 筹资活动现金流入小计(万元),4500,4275,16824,25029,65993,8000,27100,14436,1819,2575, 
 偿还债务支付的现金(万元),8101,17096,12965,41773,27500,7500,13900,1000,12000,13000, 
 分配股利、利润或偿付利息所支付的现金(万元),4909,4990,4830,5343,5523,5115,2234,7002,6706,1038, 
 其中：子公司支付给少数股东的股利、利润(万元),289,410,767,--,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,2358,--,--,--,0,0, 
 筹资活动现金流出小计(万元),13009,22086,17795,47116,35381,12615,16134,8002,18706,14038, 
 筹资活动产生的现金流量净额(万元),-8509,-17811,-971,-22088,30612,-4615,10966,6434,-16887,-11463, 
 汇率变动对现金及现金等价物的影响(万元),9,-46,52,-51,37,-77,--,--,0,0, 
 现金及现金等价物净增加额(万元),19337,-13438,31531,-14898,3073,448,-13180,-29459,-7433,20773, 
 加:期初现金及现金等价物余额(万元),43437,56875,25345,40242,37170,12932,26112,55571,63004,42231, 
 期末现金及现金等价物余额(万元),62774,43437,56875,25345,40242,13380,12932,26112,55571,63004, 
 净利润(万元),13973,13939,14066,12051,12158,9088,13700,22435,22081,9989, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-379,862,2370,982,1668,863,545,60,1688,396, 
