 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),1860203,1686084,1445797,629644,269181,196632,186105,155783,114390,94753,88052,76370, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),31623,23106,18472,9830,10259,5837,5395,5026,6350,3881,3462,4791, 
 收到的其他与经营活动有关的现金(万元),11488,15670,5685,9121,3916,9072,1149,3081,1952,1281,2128,67, 
 经营活动现金流入小计(万元),1903315,1724861,1469954,648595,283356,211541,192649,163890,122692,99915,93642,81228, 
 购买商品、接受劳务支付的现金(万元),1638462,1562625,1345948,619259,242402,157126,137922,134300,100835,67573,62293,51780, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),147430,107612,84753,45520,39271,26130,23985,21246,15026,8776,6836,4200, 
 支付的各项税费(万元),41900,35886,32934,12722,8878,6445,3626,3913,3808,3976,8834,8332, 
 支付的其他与经营活动有关的现金(万元),46134,37105,21317,10243,8922,6279,9733,5821,5388,3558,5231,4880, 
 经营活动现金流出小计(万元),1873926,1743228,1484953,687744,299473,195979,175266,165280,125057,83883,83193,69192, 
 经营活动产生的现金流量净额(万元),29389,-18368,-14999,-39150,-16116,15562,17383,-1390,-2365,16032,10448,12036, 
 收回投资所收到的现金(万元),44409,78431,--,0,12031,72774,4900,--,--,179,5,0, 
 取得投资收益所收到的现金(万元),--,7,20,1,346,1656,1252,1922,807,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12767,2258,5353,3429,1585,2057,126,622,64,53,11,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1116,--,3145,--,554,--,773,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,0,--,--,--,--,--,211,170,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),57176,81812,5373,6575,13962,77042,6278,3318,872,443,186,8, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),126425,147879,152947,110745,54470,37878,22657,17455,15700,7577,13029,6940, 
 投资所支付的现金(万元),2000,109860,1697,26387,17783,78126,910,404,6900,185,99,318, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),66007,--,4132,78923,--,1240,--,--,--,0,66,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,0,--,366,--,64,100,0,0,195, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),194432,257739,158776,216056,72253,117610,23567,17922,22700,7762,13194,7453, 
 投资活动产生的现金流量净额(万元),-137256,-175926,-153402,-209481,-58291,-40568,-17288,-14605,-21828,-7319,-13008,-7446, 
 吸收投资收到的现金(万元),6204,--,338220,58788,146084,3500,840,2034,54094,0,17850,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),30,--,2011,--,--,3500,840,2034,1130,0,0,0, 
 取得借款收到的现金(万元),559568,673013,722399,392754,164977,64233,48278,21506,9616,0,0,2000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,6773,23380,17250,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),565772,679786,1083998,468792,311061,67734,49118,23540,63711,0,17850,2000, 
 偿还债务支付的现金(万元),652130,498627,574566,202546,119857,32794,50964,16160,--,0,2000,0, 
 分配股利、利润或偿付利息所支付的现金(万元),47034,37382,23042,15868,6418,5423,4708,3376,656,4459,9848,285, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,775,--,--,--,--,0,20,0, 
 支付其他与筹资活动有关的现金(万元),--,6536,54528,15300,15890,--,--,--,353,0,0,98, 
 筹资活动现金流出小计(万元),699164,542546,652136,233714,142165,38216,55672,19536,1009,4459,11848,383, 
 筹资活动产生的现金流量净额(万元),-133393,137240,431862,235078,168896,29517,-6554,4004,62702,-4459,6002,1617, 
 汇率变动对现金及现金等价物的影响(万元),-1949,-4892,1270,1413,-525,-346,390,-1104,-802,-1232,-1500,-188, 
 现金及现金等价物净增加额(万元),-243209,-61946,264730,-12140,93963,4165,-6069,-13095,37707,3023,1943,6019, 
