 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),60754,54365,52335,48415,44791,36884, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),122,20,--,1,17,0, 
 收到的其他与经营活动有关的现金(万元),4660,4261,4685,3430,2344,3457, 
 经营活动现金流入小计(万元),65536,58645,57020,51845,47152,40342, 
 购买商品、接受劳务支付的现金(万元),14513,13157,12236,13177,15223,15754, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20918,19214,17071,13632,14262,8187, 
 支付的各项税费(万元),9584,8772,7810,8206,7107,3960, 
 支付的其他与经营活动有关的现金(万元),14299,13525,11162,10632,8971,5788, 
 经营活动现金流出小计(万元),59315,54668,48278,45648,45562,33688, 
 经营活动产生的现金流量净额(万元),6221,3978,8742,6198,1589,6654, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,9,18,26,109,38, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,-96,-848,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,623,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4,9,18,553,-739,38, 
