 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),92755,69583,47948,48048,53747,51824,45904,42156,30376,26436, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),81,20,33,21,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2108,1251,645,1093,1005,675,846,344,683,287, 
 经营活动现金流入小计(万元),94944,70854,48626,49161,54752,52498,46750,42500,31058,26723, 
 购买商品、接受劳务支付的现金(万元),45139,27499,9734,9842,12041,11415,12363,22055,13646,13211, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),29990,27626,25210,25492,28357,24303,23513,6233,4979,4322, 
 支付的各项税费(万元),5338,5557,4553,5253,6146,4448,4392,5095,2569,3173, 
 支付的其他与经营活动有关的现金(万元),5200,4379,3967,4436,3808,4308,3424,2666,4018,2349, 
 经营活动现金流出小计(万元),85667,65062,43465,45024,50353,44475,43692,36049,25212,23055, 
 经营活动产生的现金流量净额(万元),9277,5792,5161,4138,4399,8024,3057,6451,5847,3668, 
 收回投资所收到的现金(万元),84090,61176,51978,99711,85837,38830,--,--,--,867, 
 取得投资收益所收到的现金(万元),1185,511,335,499,403,135,--,--,--,555, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,44,8,7,8532,25,12,--,13,50, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,150,150,344,190,--,368,170,12942,99, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),85295,61881,52470,100561,94963,38989,380,170,12955,1572, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1483,754,707,919,3366,990,2153,4359,5327,4252, 
 投资所支付的现金(万元),116003,59836,53741,95823,91681,45130,--,--,--,1938, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
