 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),87681,92157,75339,69771,66250,64465,60400,49995, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),751,803,270,614,474,526,256,1051, 
 收到的其他与经营活动有关的现金(万元),2090,1082,896,765,631,1324,167,554, 
 经营活动现金流入小计(万元),90522,94042,76506,71150,67355,66315,60823,51600, 
 购买商品、接受劳务支付的现金(万元),48676,44870,35783,32913,34858,35367,35717,31633, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19481,17143,15634,14685,13358,11187,9274,7257, 
 支付的各项税费(万元),4692,5620,5486,4771,4052,3397,3343,2626, 
 支付的其他与经营活动有关的现金(万元),5713,4909,4706,4673,4167,3796,3824,2825, 
 经营活动现金流出小计(万元),78562,72542,61609,57042,56434,53747,52159,44341, 
 经营活动产生的现金流量净额(万元),11960,21500,14897,14108,10921,12568,8664,7258, 
 收回投资所收到的现金(万元),78328,93400,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),296,1474,624,48,--,561,71,34, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),138,124,178,71,157,105,4,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,352,73,608,442,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),78762,94997,803,471,231,1274,517,39, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7145,7575,5479,5837,13569,10351,5495,4501, 
 投资所支付的现金(万元),80690,87400,44700,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,327, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,620,304,555,64, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),87835,94975,50179,5837,14189,10655,6050,4892, 
 投资活动产生的现金流量净额(万元),-9073,23,-49377,-5367,-13958,-9381,-5533,-4853, 
 吸收投资收到的现金(万元),--,--,62371,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),582,--,1375,1500,7678,4138,5505,5000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,220,420,250,178,--,70, 
 筹资活动现金流入小计(万元),582,0,63966,1920,7928,4316,5505,5070, 
 偿还债务支付的现金(万元),--,--,10725,2200,2500,2862,5533,--, 
 分配股利、利润或偿付利息所支付的现金(万元),8017,6400,5013,3093,3001,6206,1736,6587, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,821,--,--,--,--,--, 
 筹资活动现金流出小计(万元),8017,6400,16559,5293,5501,9068,7269,6587, 
 筹资活动产生的现金流量净额(万元),-7435,-6400,47406,-3373,2427,-4752,-1764,-1517, 
 汇率变动对现金及现金等价物的影响(万元),1334,-1765,977,671,110,-112,-16,-103, 
 现金及现金等价物净增加额(万元),-3213,13358,13904,6039,-500,-1677,1351,786, 
 加:期初现金及现金等价物余额(万元),40222,26864,12961,6921,7422,9098,7748,6961, 
 期末现金及现金等价物余额(万元),37009,40222,26864,12961,6921,7422,9098,7748, 
 净利润(万元),16105,16041,17616,15497,13955,13422,9765,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),240,237,771,48,493,-24,74,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6721,5823,5058,4270,2478,2032,1757,--, 
 无形资产摊销(万元),78,69,63,69,75,74,69,--, 
 长期待摊费用摊销(万元),2,2,1,--,3,3,5,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-64,39,-2,32,-61,7,32,--, 
 固定资产报废损失(万元),92,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),191,-57,-93,165,-48,42,-29,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),-1318,1765,-867,22,92,317,312,--, 
 投资损失(万元),-1224,-1474,-521,-48,68,-561,-71,--, 
