 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),5198656,4213615,3266022,2277751,1684150,1052187,930464,535630,374834,230987,192529,131936, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),372160,273376,259201,200118,135242,47922,34059,23167,20146,12869,8499,4528, 
 收到的其他与经营活动有关的现金(万元),162381,53393,48888,52591,22491,21141,13451,5520,2602,1303,1054,667, 
 经营活动现金流入小计(万元),5733197,4540383,3574111,2530460,1841883,1121250,977974,564317,397582,245159,202081,137132, 
 购买商品、接受劳务支付的现金(万元),3225485,2563455,2088939,1569463,1009734,647484,588276,293782,234362,125959,93622,75399, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),709122,503692,340489,250105,186481,127992,102098,62173,37077,20517,13101,7777, 
 支付的各项税费(万元),436266,355791,291371,245518,171748,95363,89086,52570,32640,20426,17531,9918, 
 支付的其他与经营活动有关的现金(万元),450923,380130,231943,143703,103278,64075,54836,38746,27111,12856,13124,8372, 
 经营活动现金流出小计(万元),4821796,3803067,2952742,2208788,1471241,934913,834295,447271,331190,179759,137377,101467, 
 经营活动产生的现金流量净额(万元),911401,737316,621369,321672,370642,186337,143679,117046,66393,65400,64704,35665, 
 收回投资所收到的现金(万元),1068497,1030030,498955,292800,499250,30000,--,--,--,450,0,0, 
 取得投资收益所收到的现金(万元),10167,3129,4877,14867,15143,3913,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1797,2309,1940,1303,588,128,32,187,109,14,5,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,106,0, 
 收到的其他与投资活动有关的现金(万元),8951,6336,1340,3600,2114,294,453,10455,3089,1161,718,3334, 
