 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),52153,47362,44778,33461,27879,13756,15253, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),1097,2232,1261,916,487,401,27, 
 收到的其他与经营活动有关的现金(万元),491,412,531,130,342,102,360, 
 经营活动现金流入小计(万元),53740,50006,46570,34507,28708,14260,15639, 
 购买商品、接受劳务支付的现金(万元),23261,20246,14201,9121,8824,3100,6520, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12374,10719,9612,7872,5422,3725,3560, 
 支付的各项税费(万元),4566,7013,7023,6134,3000,2030,2026, 
 支付的其他与经营活动有关的现金(万元),4610,7055,5321,5648,4515,2227,1779, 
 经营活动现金流出小计(万元),44811,45033,36157,28776,21761,11081,13885, 
 经营活动产生的现金流量净额(万元),8929,4974,10413,5731,6947,3178,1754, 
 收回投资所收到的现金(万元),178549,20300,--,--,300,150,1850, 
 取得投资收益所收到的现金(万元),1628,91,8,2,1,--,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),47,1,26,4,1,3,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,1055,1000,245, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),180225,20392,34,5,1357,1153,2108, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3338,3571,2025,2002,2230,795,3544, 
 投资所支付的现金(万元),175399,61230,--,--,300,150,750, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,1500,--,325,1130,450, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),178738,64801,3525,2002,2855,2075,4744, 
 投资活动产生的现金流量净额(万元),1487,-44409,-3491,-1997,-1498,-922,-2636, 
 吸收投资收到的现金(万元),--,49707,--,11,--,--,1092, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,11,--,--,--, 
 取得借款收到的现金(万元),2000,4900,5400,5250,6786,8000,9260, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),269,--,--,--,--,--,320, 
 筹资活动现金流入小计(万元),2269,54607,5400,5261,6786,8000,10672, 
 偿还债务支付的现金(万元),1200,10300,4350,6690,6996,8930,7780, 
 分配股利、利润或偿付利息所支付的现金(万元),7511,4970,3742,1872,1739,1956,819, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3671,1763,150,--,466,140,294, 
 筹资活动现金流出小计(万元),12381,17033,8242,8562,9201,11026,8893, 
 筹资活动产生的现金流量净额(万元),-10112,37574,-2842,-3301,-2415,-3026,1779, 
 汇率变动对现金及现金等价物的影响(万元),-155,-203,278,-183,-8,-36,-11, 
 现金及现金等价物净增加额(万元),150,-2065,4358,251,3026,-806,887, 
 加:期初现金及现金等价物余额(万元),7340,9405,5047,4796,1769,2575,1689, 
 期末现金及现金等价物余额(万元),7490,7340,9405,5047,4796,1769,2575, 
 净利润(万元),8651,11039,10733,10237,6126,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),449,623,83,497,52,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1367,1181,944,884,799,--,--, 
 无形资产摊销(万元),60,50,34,23,18,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2,5,171,-1,9,--,--, 
 固定资产报废损失(万元),14,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),67,271,213,329,418,--,--, 
 投资损失(万元),-1440,-469,-9,-2,-1,--,--, 
 递延所得税资产减少(万元),-66,-96,58,-57,7,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-3003,-1886,-1189,1742,-3314,--,--, 
 经营性应收项目的减少(万元),-136,-7039,-1254,-6335,-2151,--,--, 
 经营性应付项目的增加(万元),2966,1296,627,-1585,4984,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),8929,4974,10413,5731,6947,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),7490,7340,9405,5047,4796,1769,2575, 
 现金的期初余额(万元),7340,9405,5047,4796,1769,2575,1689, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),150,-2065,4358,251,3026,-806,887, 

