 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),573516,511477,477720,474702,420507, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),8929,4475,5373,3203,3210, 
 经营活动现金流入小计(万元),582445,515952,483094,477905,423717, 
 购买商品、接受劳务支付的现金(万元),452020,388176,359605,352330,322153, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),60688,53120,52046,48054,39493, 
 支付的各项税费(万元),17740,20766,18682,22917,17986, 
 支付的其他与经营活动有关的现金(万元),8270,7982,7110,9135,8926, 
 经营活动现金流出小计(万元),538719,470044,437444,432437,388558, 
 经营活动产生的现金流量净额(万元),43726,45908,45650,45468,35159, 
 收回投资所收到的现金(万元),61500,1820,1510,--,--, 
 取得投资收益所收到的现金(万元),567,1039,1438,92,30, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8599,9375,4229,3442,3194, 
 处置子公司及其他营业单位收到的现金净额(万元),--,3103,--,27772,--, 
 收到的其他与投资活动有关的现金(万元),1286,2993,3300,7189,5524, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),81962,25637,83349,123963,73022, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),41147,59845,54785,74990,61862, 
 投资所支付的现金(万元),56916,13746,30010,4339,3467, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,6747,783,18527,1019, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),98063,81096,141697,178321,149734, 
 投资活动产生的现金流量净额(万元),-16101,-55459,-58349,-54358,-76712, 
 吸收投资收到的现金(万元),--,11592,35246,53008,479, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,468,956,3008,479, 
 取得借款收到的现金(万元),129815,110581,191999,271763,177147, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),129815,155970,280256,442188,177625, 
 偿还债务支付的现金(万元),121967,121999,161033,245248,127126, 
 分配股利、利润或偿付利息所支付的现金(万元),8383,9389,42223,10790,5778, 
 其中：子公司支付给少数股东的股利、利润(万元),483,562,724,37,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流出小计(万元),166624,163026,278510,388174,132904, 
 筹资活动产生的现金流量净额(万元),-36809,-7056,1746,54013,44722, 
 汇率变动对现金及现金等价物的影响(万元),-74,-288,51,171,0, 
 现金及现金等价物净增加额(万元),-9258,-16895,-10901,45295,3169, 
 加:期初现金及现金等价物余额(万元),39692,56587,67489,22193,19024, 
 期末现金及现金等价物余额(万元),30434,39692,56587,67489,22193, 
 净利润(万元),24662,21594,14556,29680,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),1049,1492,224,4694,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),25942,23994,20537,14404,--, 
 无形资产摊销(万元),1264,984,855,594,--, 
 长期待摊费用摊销(万元),1111,822,562,579,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1117,2199,2360,2272,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),7563,8210,3992,6002,--, 
 投资损失(万元),-3094,-3048,-3158,-25337,--, 
 递延所得税资产减少(万元),61,494,358,1449,--, 
 递延所得税负债增加(万元),-59,-46,-52,-21,--, 
 存货的减少(万元),-1282,-2535,-822,-11713,--, 
 经营性应收项目的减少(万元),-6817,-6468,-5448,3275,--, 
 经营性应付项目的增加(万元),-5531,2729,13502,21725,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-2261,--,--,--,--, 
 经营活动产生现金流量净额(万元),43726,45908,45650,45468,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),30434,39692,56587,67489,22193, 
 现金的期初余额(万元),39692,56587,67489,22193,19024, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-9258,-16895,-10901,45295,3169, 

