 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),37539,81702,62083,63175,56963,14920, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,76,5,257,354, 
 收到的其他与经营活动有关的现金(万元),49454,62648,45212,34612,56,221, 
 经营活动现金流入小计(万元),86992,144351,107371,97792,57276,15495, 
 购买商品、接受劳务支付的现金(万元),36103,64332,49581,22011,45784,8566, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3768,4645,5257,3408,2654,2030, 
 支付的各项税费(万元),9179,5677,6043,762,180,90, 
 支付的其他与经营活动有关的现金(万元),49943,51142,62166,59409,1509,2211, 
 经营活动现金流出小计(万元),98993,125796,123047,85591,50127,12897, 
 经营活动产生的现金流量净额(万元),-12000,18555,-15676,12202,7149,2598, 
 收回投资所收到的现金(万元),2,--,4011,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,--,22,22,838,355, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1726,91,--,80,--,--, 
