 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),32339,29144,14099,11927,9267,4569,2086, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),3,3,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),326,815,547,1223,153,113,56, 
 经营活动现金流入小计(万元),32667,29961,14646,13150,9420,4682,2142, 
 购买商品、接受劳务支付的现金(万元),9966,13860,6451,4940,3946,2140,428, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7531,5078,3153,2584,1975,1194,747, 
 支付的各项税费(万元),4413,2549,2704,1980,1218,947,404, 
 支付的其他与经营活动有关的现金(万元),1574,2064,1546,1227,976,700,1364, 
 经营活动现金流出小计(万元),23484,23552,13855,10731,8116,4981,2942, 
 经营活动产生的现金流量净额(万元),9183,6409,791,2419,1305,-300,-800, 
 收回投资所收到的现金(万元),--,--,--,--,24,2,4, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,366,990,--,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,25,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2200,--,300,1100,--,800,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2200,0,666,2115,24,804,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13220,8508,3699,3092,2549,968,1050, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1780,6162,--,--,1977,23,800, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15000,14670,3699,3092,4527,991,1850, 
 投资活动产生的现金流量净额(万元),-12800,-14670,-3033,-977,-4502,-187,-1846, 
