 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),4595,6677,6714,6672,13647,14753,5231,3645,8311,2132,4540,3794,3383, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的其他与经营活动有关的现金(万元),131,24,278,39,321,1030,682,208,167,71,222,5682,1486, 
 经营活动现金流入小计(万元),4726,6701,6992,6711,13968,15783,5913,3853,8479,2202,4762,9476,4869, 
 购买商品、接受劳务支付的现金(万元),2013,5278,8042,3064,11614,14395,9205,4343,4108,1026,771,3141,2543, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),671,581,721,631,648,581,509,531,351,484,631,851,444, 
 支付的各项税费(万元),82,93,115,1377,231,259,148,445,189,663,246,191,127, 
 支付的其他与经营活动有关的现金(万元),486,369,283,214,1186,552,564,723,549,536,870,1107,450, 
 经营活动现金流出小计(万元),3251,6321,9161,5286,13679,15788,10425,6043,5196,2709,2519,5290,3564, 
 经营活动产生的现金流量净额(万元),1475,380,-2169,1424,289,-5,-4512,-2190,3283,-507,2244,4186,1305, 
 收回投资所收到的现金(万元),8360,19983,10785,--,--,--,--,--,--,--,8,0,209, 
 取得投资收益所收到的现金(万元),84,--,--,--,--,--,--,--,--,--,--,0,17, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),212,310,7,--,--,952,4040,5820,49,36,5314,166,614, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,6165,22,--,--,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),8657,20293,10792,6165,22,952,4040,5820,49,36,5323,166,840, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),86,2803,42,93,4396,29,130,113,131,213,682,4161,525, 
 投资所支付的现金(万元),4500,14800,9500,7000,--,--,--,51,--,--,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,4999,0, 
 支付的其他与投资活动有关的现金(万元),331,--,--,--,--,--,--,--,--,1,17,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),4917,17603,9542,7093,4396,29,130,164,131,214,699,9161,525, 
 投资活动产生的现金流量净额(万元),3740,2690,1250,-928,-4373,923,3911,5656,-82,-178,4623,-8995,316, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,196,98,--,--,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,196,98,--,--,--,0,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,3000,1400,2400,--,5000,10000,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,12,0,8, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,3196,1498,2400,--,5012,10000,8, 
 偿还债务支付的现金(万元),--,--,--,--,--,3000,1400,2400,5000,--,10000,5000,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,42,70,161,201,435,488,576,399, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,177, 
 筹资活动现金流出小计(万元),0,0,0,0,0,3042,1470,2561,5201,435,10488,5576,2576, 
 筹资活动产生的现金流量净额(万元),0,0,0,0,0,-3042,1726,-1063,-2801,-435,-5476,4424,-2568, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 现金及现金等价物净增加额(万元),5214,3070,-919,496,-4084,-2124,1124,2402,400,-1120,1391,-384,-947, 
 加:期初现金及现金等价物余额(万元),3925,855,1774,1278,5361,7485,6361,3959,3559,4679,3287,3671,4619, 
 期末现金及现金等价物余额(万元),9140,3925,855,1774,1278,5361,7485,6361,3959,3559,4679,3287,3671, 
 净利润(万元),453,508,-863,238,-1632,409,-627,508,312,3173,-11588,-3016,-59, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,-104,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 资产减值准备(万元),437,38,-31,87,933,-82,264,263,-67,34,9809,615,-58, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),554,570,585,698,740,710,754,953,992,1009,1146,1285,1264, 
 无形资产摊销(万元),151,149,138,166,173,174,170,165,165,177,209,195,158, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,2,4, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,-16, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1099,-151,-4,-2682,57,-675,-198,-1920,-19,6,-363,11,-0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,0,--,--,0,179,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,0,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 财务费用(万元),--,--,--,--,--,42,70,159,205,668,847,432,399, 
 投资损失(万元),-783,-1215,6,1089,-15,--,--,0,--,-3904,-157,0,-27, 
 递延所得税资产减少(万元),34,-9,62,37,-144,99,-63,-66,38,-1,-271,314,146, 
 递延所得税负债增加(万元),-2,-31,--,--,--,--,--,0,--,0,0,0,0, 
 存货的减少(万元),1653,1107,-1379,-8168,295,-1575,-1743,-925,52,20,47,564,1164, 
 经营性应收项目的减少(万元),174,-836,2,-592,778,1565,1593,-893,1305,-643,3165,-1563,-663, 
 经营性应付项目的增加(万元),-97,251,-686,10551,-896,-672,-4734,-434,300,-1046,-600,5274,-1006, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 其他(万元),--,--,--,0,--,--,--,--,--,--,0,0,0, 
 经营活动产生现金流量净额(万元),1475,380,-2169,1424,289,-5,-4512,-2190,3283,-507,2244,4186,1305, 
