 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),106401,97996,87752,63685,54580,50688,46112,39132,24668,16991, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),731,594,647,749,748,716,739,--,2,--, 
 收到的其他与经营活动有关的现金(万元),3295,3245,2729,3047,2075,1109,948,983,2550,2416, 
 经营活动现金流入小计(万元),110427,101835,91128,67482,57403,52513,47799,40115,27220,19407, 
 购买商品、接受劳务支付的现金(万元),39557,35838,32163,24855,23466,24943,22252,22437,13866,9760, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21882,20141,16097,12920,10619,9758,8584,6688,4147,2967, 
 支付的各项税费(万元),11532,10982,10136,6671,5209,3553,4357,2001,1524,1256, 
 支付的其他与经营活动有关的现金(万元),13826,11778,11358,7838,5693,5770,6065,5080,6323,5038, 
 经营活动现金流出小计(万元),86797,78739,69754,52284,44986,44025,41257,36207,25860,19021, 
 经营活动产生的现金流量净额(万元),23630,23096,21374,15198,12417,8488,6542,3908,1360,386, 
 收回投资所收到的现金(万元),--,6950,10800,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),44,26,113,15,1,39,20,--,15,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,3808,--, 
 收到的其他与投资活动有关的现金(万元),551,411,262,198,184,779,1854,433,--,1, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),595,7387,11176,214,184,818,1874,433,3823,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1991,4873,5684,9488,5339,2248,3702,6479,2200,1834, 
 投资所支付的现金(万元),1008,--,10153,13500,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,47,52688,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4000,--,--,473,--,--,--,--,50,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6999,4873,15883,76150,5339,2248,3702,6479,2250,1834, 
 投资活动产生的现金流量净额(万元),-6404,2514,-4707,-75936,-5155,-1430,-1828,-6046,1573,-1833, 
 吸收投资收到的现金(万元),--,--,--,--,42975,--,--,--,5103,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),16400,3600,14000,26115,450,--,3845,6000,3000,1800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,--,--,50,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),16400,3600,14000,26165,43425,0,3845,6000,8103,1800, 
 偿还债务支付的现金(万元),15000,20450,15000,115,--,2736,6102,1000,3300,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),15967,7425,7445,3098,--,3049,220,192,3103,88, 
 其中：子公司支付给少数股东的股利、利润(万元),10041,3770,3303,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1399,--,3,12,662,75,40,194,87,--, 
 筹资活动现金流出小计(万元),32366,27875,22448,3224,662,5860,6363,1386,6490,1088, 
 筹资活动产生的现金流量净额(万元),-15965,-24275,-8448,22941,42764,-5860,-2518,4614,1613,712, 
 汇率变动对现金及现金等价物的影响(万元),-75,-220,98,218,39,-93,-40,-30,-23,-5, 
 现金及现金等价物净增加额(万元),1186,1115,8316,-37579,50065,1106,2155,2446,4524,-739, 
 加:期初现金及现金等价物余额(万元),33552,32437,24121,61700,11635,10529,8374,5928,1404,2144, 
 期末现金及现金等价物余额(万元),34738,33552,32437,24121,61700,11635,10529,8374,5928,1404, 
