 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),14683,9505,13411,12272,15496,9141,8167,10967, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2216,--,--,--,2,1,1,--, 
 收到的其他与经营活动有关的现金(万元),114,364,615,68,22,58,35,23, 
 经营活动现金流入小计(万元),17014,9869,14026,12340,15520,9200,8202,10990, 
 购买商品、接受劳务支付的现金(万元),9608,7466,5032,4053,2096,4776,4201,5506, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3423,3061,2735,2211,1975,1940,1588,927, 
 支付的各项税费(万元),1992,3214,3734,3088,3704,2864,1966,1512, 
 支付的其他与经营活动有关的现金(万元),1063,1141,1006,1280,1070,871,729,947, 
 经营活动现金流出小计(万元),16086,14881,12506,10632,8844,10452,8485,8892, 
