 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),65921,60499,52337,42155,46382,36672,35597, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),5366,4574,3529,2832,2786,2711,1486, 
 收到的其他与经营活动有关的现金(万元),1704,438,1407,1124,1141,440,1340, 
 经营活动现金流入小计(万元),72990,65511,57273,46112,50309,39823,38423, 
 购买商品、接受劳务支付的现金(万元),47517,43583,36808,26727,35409,28316,21549, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8323,8216,7447,6219,6222,4920,4003, 
 支付的各项税费(万元),2847,2728,2583,1501,1405,1005,1215, 
 支付的其他与经营活动有关的现金(万元),4150,4282,4632,4380,4113,3283,2856, 
 经营活动现金流出小计(万元),62836,58808,51470,38826,47149,37524,29624, 
 经营活动产生的现金流量净额(万元),10154,6703,5803,7286,3159,2300,8800, 
 收回投资所收到的现金(万元),37054,32813,10100,12,45,--,--, 
 取得投资收益所收到的现金(万元),--,--,46,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),730,35,121,164,40,196,118, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1167,2898,31,21, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),37784,32848,10266,1343,2983,227,139, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13684,1713,1723,2343,4608,3237,2899, 
 投资所支付的现金(万元),30127,50652,10175,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,404,3467,143,3, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),43811,52365,11898,2747,8075,3380,2902, 
 投资活动产生的现金流量净额(万元),-6027,-19517,-1631,-1404,-5092,-3152,-2762, 
 吸收投资收到的现金(万元),1970,20675,--,2175,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),17600,17428,11450,17216,29912,24777,9600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,1400,350,--,--, 
 筹资活动现金流入小计(万元),19570,38103,11450,20790,30262,24777,9600, 
 偿还债务支付的现金(万元),16038,14490,13830,19659,28437,16728,15900, 
 分配股利、利润或偿付利息所支付的现金(万元),2433,1700,335,4591,250,416,317, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),48,1143,--,1400,350,6066,--, 
 筹资活动现金流出小计(万元),18519,17332,14165,25650,29038,23211,16217, 
 筹资活动产生的现金流量净额(万元),1050,20770,-2715,-4860,1225,1566,-6617, 
 汇率变动对现金及现金等价物的影响(万元),437,-592,403,322,178,--,--, 
 现金及现金等价物净增加额(万元),5614,7365,1861,1344,-530,713,-580, 
 加:期初现金及现金等价物余额(万元),12198,4833,2973,1629,2159,1446,2025, 
 期末现金及现金等价物余额(万元),17812,12198,4833,2973,1629,2159,1446, 
 净利润(万元),6879,5628,5517,3379,3042,--,--, 
