 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),117504,85211,72955,72752,77059,61721, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,853,57, 
 收到的其他与经营活动有关的现金(万元),6194,7061,3828,7649,3320,3205, 
 经营活动现金流入小计(万元),123698,92272,76783,80401,81232,64983, 
 购买商品、接受劳务支付的现金(万元),89205,61266,65347,49307,58077,46844, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18373,12784,10057,8822,6535,5864, 
 支付的各项税费(万元),5498,3898,5343,3238,1803,5127, 
 支付的其他与经营活动有关的现金(万元),4814,4301,6945,7258,8194,6220, 
 经营活动现金流出小计(万元),117889,82249,87692,68626,74608,64055, 
 经营活动产生的现金流量净额(万元),5809,10023,-10909,11775,6623,927, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,77,--,2,--,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23,77,0,2,0,12, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10876,9485,2846,836,1280,2200, 
 投资所支付的现金(万元),--,--,--,--,100,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10876,9485,2846,836,1380,2200, 
 投资活动产生的现金流量净额(万元),-10853,-9407,-2846,-834,-1380,-2188, 
 吸收投资收到的现金(万元),18570,--,22373,8000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),30702,24100,12900,5266,26148,23282, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),49272,24100,35273,13266,26148,23282, 
 偿还债务支付的现金(万元),19563,14930,10900,12414,24552,15048, 
 分配股利、利润或偿付利息所支付的现金(万元),5917,4561,4662,5408,8218,10197, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),25480,19491,15562,17822,32770,25245, 
 筹资活动产生的现金流量净额(万元),23792,4609,19711,-4556,-6621,-1963, 
 汇率变动对现金及现金等价物的影响(万元),389,-3,180,66,9,-14, 
 现金及现金等价物净增加额(万元),19137,5223,6136,6450,-1368,-3238, 
 加:期初现金及现金等价物余额(万元),20532,15309,9172,2722,4090,7378, 
 期末现金及现金等价物余额(万元),39669,20532,15309,9172,2722,4140, 
 净利润(万元),14652,13903,6882,10253,4637,2384, 
 少数股东损益(万元),--,--,--,--,--,--, 
