 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),34746,28905,22479,20158,18122,15840,13906,12425, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2269,1932,1685,1347,1260,733,36,1, 
 收到的其他与经营活动有关的现金(万元),1326,608,466,374,649,301,322,1097, 
 经营活动现金流入小计(万元),38342,31445,24629,21878,20031,16873,14264,13523, 
 购买商品、接受劳务支付的现金(万元),11498,5880,3504,5282,5233,6479,4872,8533, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8882,6481,4837,3876,3328,2751,1961,1173, 
 支付的各项税费(万元),7803,4982,4363,3731,3910,2388,2443,2321, 
 支付的其他与经营活动有关的现金(万元),3744,3119,2370,1419,1631,1138,1907,1372, 
 经营活动现金流出小计(万元),31926,20462,15075,14308,14102,12757,11183,13399, 
 经营活动产生的现金流量净额(万元),6416,10983,9555,7570,5929,4116,3081,124, 
 收回投资所收到的现金(万元),118860,130000,10500,9600,1000,--,--,--, 
 取得投资收益所收到的现金(万元),2780,1530,55,54,21,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,0,1,1,--,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,200,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
