 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),419645,66411,48948,45025,49274,47021,38236,40514, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2685,2219,1542,1102,1176,1127,1108,1085, 
 收到的其他与经营活动有关的现金(万元),3463,1513,979,2010,556,240,1813,1191, 
 经营活动现金流入小计(万元),425793,70143,51469,48137,51006,48388,41157,42790, 
 购买商品、接受劳务支付的现金(万元),269992,37712,30347,26425,29782,28095,23796,25153, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),43888,11049,8356,7941,7800,6804,5247,4647, 
 支付的各项税费(万元),33069,4376,4510,3461,3928,3207,4003,3812, 
 支付的其他与经营活动有关的现金(万元),72778,6938,5122,4096,6778,3987,3445,3487, 
 经营活动现金流出小计(万元),419727,60075,48336,41923,48288,42093,36491,37099, 
 经营活动产生的现金流量净额(万元),6066,10068,3133,6214,2718,6295,4666,5691, 
 收回投资所收到的现金(万元),75701,27620,35180,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),621,640,188,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),63,2,16,6,1,5,1,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),250,--,--,1000,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),76635,28262,35384,1006,1,5,1,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),71981,1619,2275,1811,3891,3311,779,3246, 
 投资所支付的现金(万元),63600,36316,51300,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),7573,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),143154,37934,53575,1811,3891,3311,779,3246, 
 投资活动产生的现金流量净额(万元),-66519,-9672,-18192,-805,-3890,-3305,-778,-3244, 
 吸收投资收到的现金(万元),105,53536,17356,--,--,--,--,3250, 
 其中：子公司吸收少数股东投资收到的现金(万元),105,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),77251,--,--,1200,2750,3350,3800,2280, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4796,--,--,1200,--,--,--,--, 
 筹资活动现金流入小计(万元),82152,53536,17356,2400,2750,3350,3800,5530, 
 偿还债务支付的现金(万元),44446,--,200,2250,3350,3800,3500,3480, 
 分配股利、利润或偿付利息所支付的现金(万元),4277,2591,2593,1348,1337,1367,166,1419, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,3267,--,--,1200,--,--,--, 
 筹资活动现金流出小计(万元),48724,5859,2793,3598,5887,5167,3666,4899, 
 筹资活动产生的现金流量净额(万元),33428,47678,14563,-1198,-3137,-1817,134,631, 
 汇率变动对现金及现金等价物的影响(万元),9,0,-0,-1,-1,-0,-0,-1, 
 现金及现金等价物净增加额(万元),-27016,48074,-496,4210,-4310,1173,4022,3077, 
 加:期初现金及现金等价物余额(万元),59067,10993,11489,7279,11589,10416,6394,3317, 
 期末现金及现金等价物余额(万元),32051,59067,10993,11489,7279,11589,10416,6394, 
 净利润(万元),37574,5453,5063,5342,4456,5216,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),4530,248,542,301,369,196,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),8580,1301,1295,1002,801,742,--,--, 
 无形资产摊销(万元),1903,126,91,86,97,75,--,--, 
 长期待摊费用摊销(万元),32,3,2,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),669,7,0,-4,5,-1,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),4162,-0,2,54,42,71,--,--, 
 投资损失(万元),-784,-640,-188,--,--,--,--,--, 
 递延所得税资产减少(万元),-890,-185,-25,-30,-22,13,--,--, 
 递延所得税负债增加(万元),-434,--,--,--,--,--,--,--, 
 存货的减少(万元),-8278,-3581,-477,125,-296,-2278,--,--, 
 经营性应收项目的减少(万元),-80277,788,-2960,857,-3535,-596,--,--, 
 经营性应付项目的增加(万元),39316,6548,-213,-1519,802,2856,--,--, 
